0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,13,4,41,40,6,7,3,53,22,23,24,25,8,55,56,69,57,58,59,60,61,62,26,27,28,29,30,31,32,68,42,43,44,45,46,47,48,63,64,65,66,67,33,34,35,36,37,49,50,51,38,39,16,17,18,19,20,14,15,5,54,1,2,9,21,70,10,52,71,,,44,45,63,26,27,28,29,30,65,4,37,38,31,13,60,2,66,39,36,55,56,57,58,59,32,33,34,35,22,11,9,46,10,67,64,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,8,4,5,3,71,70,57,55,21,22,23,24,20,53,54,26,10,11,12,13,14,9,15,16,17,18,19,1,2,68,46,47,48,49,50,51,52,62,63,64,65,66,38,39,40,41,42,43,44,45,36,37,32,33,34,35,69,29,28,27,61,59,60,56,25,67,31,30,58,,,18,8,12,11,56,14,13,10,9,7,17,16,15,1,19,52,53,21,20,22,62,61,60,59,57,58,46,26,43,44,45,24,25,56,34,35,36,37,38,3,51,50,33,30,31,4,32,23,18,65,64,63,66,67,39,40,41,42,27,28,6,47,29,54,55,5
17,18,19,14,1,2,67,66,21,20,10,11,12,13,15,23,24,25,49,48,47,46,45,44,5,6,7,8,9,3,4,65,36,35,34,33,32,31,30,64,63,62,61,60,54,53,52,51,50,59,58,57,56,55,43,42,41,40,68,39,38,37,26,27,28,22,16,29,69,70,71,,,53,51,7,33,32,31,8,30,58,14,15,16,17,18,6,19,48,47,46,29,3,2,5,50,49,63,62,61,60,59,20,21,22,23,24,25,26,28,27,64,4,,,,,,,,,,,,,,,,,,,,,,,,,
24,23,22,115,3,2,1,20,41,18,38,39,40,46,93,43,44,60,122,121,120,119,118,117,137,136,135,134,133,132,131,130,129,128,127,126,125,124,123,25,26,47,48,49,34,28,37,35,27,52,33,53,14,51,21,54,55,32,31,6,5,92,11,100,116,7,64,61,8,9,101,,,56,10,114,113,56,112,57,58,14,112,78,63,65,66,15,110,109,12,45,59,21,19,67,30,108,107,68,69,29,36,70,71,29,72,16,73,72,74,13,41,111,110,109,17,18,47,108,19,75,76,1,78,79,80,81,82,83,84,85,86,87,88,50,89,90,91
17,18,19,70,20,21,65,66,67,68,60,61,62,63,64,22,23,43,1,2,3,4,5,6,52,53,54,55,56,57,58,59,24,25,26,27,28,29,30,38,39,40,41,42,7,8,9,10,11,12,13,14,15,16,31,32,33,34,35,36,37,71,69,44,45,46,47,48,49,50,51,,,23,7,24,25,56,26,27,57,58,59,60,61,62,63,64,65,66,8,9,10,33,34,35,36,37,38,39,40,41,42,43,44,45,46,2,3,4,5,6,19,18,17,1,22,47,48,49,50,51,28,29,30,31,32,11,12,13,14,20,15,16,52,53,54,55,21
14,15,16,22,23,24,1,2,3,21,25,26,27,28,30,32,33,63,49,50,51,52,53,54,59,60,61,62,63,56,57,58,34,35,36,37,38,39,40,48,49,50,51,52,41,42,43,44,45,53,54,55,46,47,6,7,8,9,10,11,4,18,12,19,20,17,29,64,13,5,31,,,8,16,22,19,32,14,40,20,21,41,42,43,15,39,3,37,38,56,49,57,44,45,46,47,29,30,31,2,5,6,7,1,12,33,51,52,53,54,55,10,65,64,63,9,4,23,25,24,50,34,35,36,28,27,60,58,61,62,59,48,17,13,11,N/A,26,18
1,2,3,46,4,10,44,45,20,11,16,17,18,19,34,36,37,69,63,64,65,66,67,60,53,54,55,56,57,58,59,61,21,22,23,24,25,26,27,47,48,49,50,51,28,29,30,31,40,41,47,45,38,39,5,6,7,8,68,12,13,14,35,61,62,32,33,70,9,15,52,,,20,5,46,38,33,23,49,28,19,55,57,56,27,59,58,54,47,24,22,50,31,32,30,29,10,48,12,8,13,39,14,7,11,53,1,2,3,26,6,64,65,66,52,9,4,63,25,44,62,33,34,35,36,37,21,18,17,16,51,41,42,15,43,61,60,40
1,2,3,60,62,61,16,17,15,59,31,32,33,34,70,19,20,58,35,36,37,38,39,40,46,47,48,49,50,44,45,43,51,52,53,54,55,56,57,10,11,12,13,14,21,22,23,24,30,27,28,29,25,26,6,7,8,9,41,4,5,63,18,64,65,42,66,69,67,68,71,,,2,1,5,4,7,3,6,8,9,13,12,11,10,14,15,66,67,28,27,17,62,63,64,65,24,25,26,23,18,19,20,21,22,41,29,30,31,32,33,39,34,35,37,36,38,16,42,55,43,57,58,59,60,61,44,45,46,47,48,49,50,51,52,54,56,53
16,17,18,66,14,15,65,64,2,3,10,11,12,13,44,42,43,41,35,36,37,38,39,40,1,4,5,6,7,8,9,45,46,47,48,49,50,51,52,53,54,55,56,57,19,20,21,22,58,59,60,61,23,24,25,26,27,28,62,29,30,63,67,68,69,31,32,70,33,34,71,,,1,11,12,13,15,10,14,9,5,25,26,6,8,28,27,67,66,7,30,29,65,64,63,62,61,60,38,39,40,41,42,43,44,59,24,23,22,21,20,58,34,33,32,2,45,57,56,55,54,53,52,51,50,49,19,18,17,16,4,35,36,37,3,48,47,46
9,9,9,10,3,3,17,17,17,8,11,11,11,11,11,2,2,5,12,12,12,12,12,12,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,16,16,16,16,16,16,16,16,7,4,4,17,15,6,16,16,19,,,18,3,21,39,19,25,26,20,27,56,57,28,29,4,44,45,46,47,48,49,5,16,11,12,13,14,15,55,1,1,1,1,1,2,10,8,8,9,30,31,32,33,34,50,51,52,53,54,1,1,1,1,35,7,36,6,37,42,41,38,,,,,,
1,2,3,66,28,71,47,48,4,14,42,43,44,45,46,30,29,70,36,37,38,39,40,41,58,59,60,61,62,63,64,65,51,52,53,54,55,56,57,31,32,33,34,35,27,17,18,19,20,21,22,23,25,26,6,7,8,9,10,24,67,68,13,15,16,5,49,69,11,12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,16,68,32,13,48,49,33,12,50,51,52,53,54,66,67,55,27,28,29,30,31,26,43,44,45,46,47,41,42,17,34,35,36,37,38,39,40,21,22,23,24,25,3,4,5,18,19,56,57,58,1,2,7,8,9,10,59,6,60,69,11,61,62,63,64,70,65,20,71,,,1,2,8,3,7,6,5,4,9,13,10,11,12,19,48,60,61,49,50,51,62,63,64,65,18,66,20,14,21,22,23,17,24,67,33,34,35,36,37,38,26,27,39,28,29,15,30,52,40,53,54,55,56,57,41,42,43,44,45,46,47,32,16,58,59,31
41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,22,23,24,11,12,13,14,15,16,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,17,18,19,20,21,1,2,3,4,5,6,7,8,9,10,25,26,27,28,29,30,31,32,33,34,35,36,71,37,38,39,40,,,29,30,31,32,33,34,35,36,37,38,39,53,40,41,42,5,2,43,44,45,6,7,8,9,10,11,12,13,14,15,16,17,18,19,46,47,48,49,50,52,3,54,20,21,55,56,57,22,58,23,24,25,26,27,59,60,61,62,63,1,64,65,28,66,4,67
22,23,24,54,28,27,55,56,45,57,34,33,32,31,58,25,26,30,59,60,61,62,63,29,52,51,50,49,48,47,46,64,37,38,39,40,41,42,43,1,2,3,4,5,13,12,14,15,18,20,19,21,16,17,8,9,10,11,70,6,7,53,44,36,35,65,66,67,68,69,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,5,54,1,2,63,62,61,20,60,59,58,55,56,28,29,71,53,57,64,65,66,67,39,40,41,42,43,44,45,46,32,33,34,35,36,37,38,25,26,27,16,17,8,9,10,11,31,22,23,24,7,12,13,14,30,21,18,47,48,49,6,50,51,52,68,70,15,19,69,,,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,22,1,5,7,6,4,6,62,10,11,12,13,14,16,17,18,19,20,21,2,49,50,51,52,53,54,55,56,57,58,59,60,61,8,3,9,4,65,66,67
1,2,3,50,12,11,46,47,45,49,13,14,15,16,17,9,10,48,53,54,55,56,57,41,20,21,22,23,24,18,19,58,59,60,61,62,63,64,65,4,5,6,7,8,33,34,35,36,37,38,39,40,31,32,27,28,29,30,44,25,26,51,52,42,43,70,66,71,67,68,69,,,13,6,8,7,64,9,1,5,3,20,2,4,12,11,10,52,53,18,19,17,58,57,54,55,56,59,49,43,44,45,46,48,47,66,26,27,28,29,30,16,33,34,32,38,37,14,36,42,35,65,63,61,62,60,21,22,23,24,25,51,39,50,40,41,67,31
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,14,27,6,1,44,45,47,48,65,66,67,68,69,4,5,15,21,22,23,24,25,26,51,52,53,54,55,49,50,56,57,58,59,60,61,62,63,39,40,41,42,43,7,8,9,10,3,16,17,18,19,20,36,37,32,33,34,35,28,29,11,70,71,46,64,2,30,31,38,,,36,40,41,37,60,46,42,38,43,44,45,39,47,4,9,7,8,20,19,18,50,51,52,53,49,54,48,3,12,10,11,2,9,5,29,30,31,28,21,6,22,23,32,33,13,1,63,14,15,55,56,57,58,59,34,24,25,35,26,17,5,27,16,,3,62
1,2,3,25,26,4,46,47,48,28,49,50,51,52,29,53,54,70,32,33,34,35,36,37,56,57,58,59,60,38,39,61,62,63,64,65,66,67,68,40,41,42,43,44,5,6,7,8,9,10,11,12,13,14,20,21,22,23,24,15,16,17,27,30,31,45,55,71,18,19,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,51,32,50,48,49,7,8,11,12,13,14,15,4,5,69,68,64,65,66,67,63,33,34,35,36,37,60,61,62,21,22,23,24,25,26,27,16,17,18,19,20,38,39,40,41,42,43,44,45,46,47,52,53,54,55,56,57,58,31,9,28,29,6,10,70,30,59,71,,,6,7,50,51,52,15,8,10,9,11,12,13,14,21,22,53,54,23,24,25,55,56,57,58,26,27,16,3,28,29,30,2,31,59,32,33,34,35,36,67,17,18,37,5,1,38,4,60,39,61,62,63,40,41,42,43,44,45,46,47,48,19,49,65,64,20
19,18,17,35,8,6,36,37,38,39,40,41,42,43,44,16,15,13,46,47,48,49,50,14,30,31,32,33,34,12,11,45,56,57,58,59,60,61,62,25,26,27,28,29,20,21,22,23,24,5,4,3,2,1,51,52,53,54,55,9,10,63,64,65,66,67,68,69,70,7,71,,,7,1,13,12,47,5,18,3,4,15,14,6,8,2,10,39,40,29,30,31,41,42,43,44,45,46,32,33,34,35,36,38,37,48,20,21,22,23,24,9,26,27,28,11,49,19,63,64,50,58,59,60,61,62,51,52,53,54,55,56,16,57,17,67,65,66
11,12,13,65,43,42,67,68,33,35,22,23,24,25,64,9,10,62,57,58,59,60,61,56,46,47,48,49,50,44,45,70,14,15,16,17,18,19,20,37,38,39,40,41,28,29,30,31,36,53,54,55,26,27,5,6,7,8,66,1,2,63,34,51,52,32,21,69,4,3,71,,,21,20,19,15,28,18,17,16,39,24,27,26,25,38,40,56,57,49,50,51,59,58,60,56,6,46,4,2,8,10,9,1,7,65,30,31,32,37,29,54,33,34,14,12,3,36,52,66,41,62,63,61,32,23,35,13,42,43,48,47,22,5,11,67,64,45
15,16,17,18,19,20,21,22,23,45,7,8,9,10,11,13,14,46,1,2,3,4,5,6,47,48,49,50,51,52,53,54,24,25,26,27,28,29,30,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,31,32,33,34,35,36,37,38,41,43,44,42,12,56,39,40,55,,,38,3,28,5,68,34,19,16,6,17,18,43,37,20,13,52,53,1,14,15,62,63,64,65,66,67,44,45,46,47,48,49,50,55,8,9,10,11,12,22,32,33,2,38,30,31,27,42,4,57,58,59,60,61,23,24,25,26,39,41,7,51,40,36,56,29
24,25,26,62,32,33,13,14,34,35,36,37,38,39,63,27,28,58,2,3,4,5,6,7,64,65,66,67,68,69,70,71,50,51,52,53,54,55,56,40,41,42,43,44,45,46,47,48,49,29,30,31,17,18,19,20,21,22,8,9,10,61,15,59,60,16,23,57,12,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,46,26,27,69,70,71,72,40,41,42,43,44,28,29,45,31,32,33,34,35,30,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,20,21,22,23,24,25,11,12,13,14,15,16,17,18,19,7,6,5,4,3,1,2,47,73,66,67,68,50,49,37,38,48,,,22,2,3,13,66,14,4,59,5,15,6,7,1,23,56,57,58,8,9,10,60,61,62,63,64,65,24,25,26,27,28,29,30,31,16,17,18,19,20,55,32,33,21,34,35,36,37,38,11,49,50,51,52,53,39,40,41,42,43,12,44,45,46,47,48,11
1,2,3,60,37,24,58,59,4,5,16,17,18,19,70,20,21,56,43,44,45,46,47,48,32,33,34,35,36,49,50,71,25,26,27,28,29,30,31,38,39,40,41,42,11,12,13,14,15,72,73,74,51,52,6,7,8,9,75,22,23,57,10,53,54,55,76,77,78,79,80,,,2,36,60,21,22,20,23,24,19,4,61,5,3,18,56,1,67,57,58,59,15,16,17,2,8,14,13,12,6,9,11,10,11,25,26,27,28,29,30,7,52,53,35,32,33,34,62,54,55,39,40,41,42,43,44,63,64,65,66,45,46,47,48,49,51,50
,,,,,,,,,,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,14,28,31,5,59,60,41,35,36,37,38,39,40,27,26,70,63,64,65,66,67,62,49,50,51,52,53,30,29,61,42,43,44,45,46,47,48,25,24,23,22,21,20,19,18,17,55,56,57,58,3,4,11,10,9,8,54,1,6,12,33,68,69,34,32,71,7,2,13,,,9,4,2,5,3,1,15,14,19,18,24,21,17,59,60,61,62,42,43,50,44,46,48,47,45,49,58,35,36,37,38,39,66,40,65,64,63,41,23,22,34,20,55,56,57,51,52,28,29,32,30,31,27,26,53,33,67,54,16,,,,,,,
23,24,25,26,30,32,68,67,66,62,6,7,8,9,10,31,33,69,34,35,36,37,38,39,1,2,3,4,5,12,13,27,40,41,42,43,44,45,46,57,58,59,60,61,47,48,49,50,51,52,53,54,55,56,17,18,19,20,65,21,22,14,71,28,29,64,11,63,16,15,70,,,20,6,19,21,46,7,22,5,17,1,8,23,2,18,24,44,45,38,37,36,47,48,49,50,51,52,53,54,55,56,57,58,59,60,31,32,33,34,35,9,41,42,39,43,11,12,3,30,40,61,62,63,64,65,25,26,27,28,16,29,13,66,14,30,67,4
8,9,10,62,24,25,63,64,65,66,67,68,69,70,71,26,27,61,1,2,3,4,5,6,49,50,51,52,53,54,55,56,42,43,44,45,46,47,48,37,38,39,40,41,28,29,30,31,60,32,33,34,35,36,11,12,13,14,15,16,17,59,18,19,20,21,57,58,23,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,11,8,22,23,5,4,3,1,33,34,35,36,32,55,56,62,66,67,68,69,70,71,24,25,26,27,28,29,30,31,48,49,50,51,52,53,54,57,58,59,60,61,41,42,43,44,38,45,46,47,39,40,15,16,17,18,19,13,20,12,2,64,65,6,37,63,21,14,7,,,2,1,14,9,10,6,13,8,3,5,12,11,4,7,26,55,54,37,38,50,60,59,58,57,31,32,21,20,15,16,17,18,19,56,45,44,43,42,41,66,40,39,53,24,23,30,52,35,51,63,62,61,33,34,49,48,47,46,36,25,27,22,28,65,64,29
1,2,3,60,61,62,63,64,65,66,9,10,11,12,13,14,15,71,72,73,74,75,76,77,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,19,70,22,23,3,4,1,63,24,25,26,27,28,20,21,45,64,65,66,67,68,69,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,57,58,59,60,61,47,48,49,50,51,52,53,54,55,56,7,8,9,10,16,12,13,15,62,5,6,2,29,46,11,14,71,,,3,26,27,28,58,29,14,30,31,32,33,34,13,16,59,9,8,15,35,36,40,41,42,43,39,44,56,50,52,53,54,51,55,10,19,20,21,22,23,18,24,25,37,2,60,19,62,12,61,45,46,47,48,49,7,6,4,5,63,38,64,57,1,66,11,65
1,2,3,63,14,15,30,31,32,33,16,17,18,19,20,42,43,70,24,25,26,27,28,29,54,55,56,57,58,59,60,61,35,36,37,38,39,40,41,65,66,67,68,69,44,45,46,47,48,49,50,51,52,53,4,5,6,7,8,9,10,11,62,22,23,34,21,71,12,13,64,,,16,14,17,18,19,20,21,15,1,14,22,23,13,24,25,26,41,42,43,44,37,38,39,40,27,36,4,5,6,7,8,9,10,35,45,46,47,48,49,27,50,51,28,29,3,52,30,53,54,55,56,57,31,32,58,59,60,61,62,63,12,33,2,64,34,11
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,31,32,33,34,35,16,17,18,19,20,21,22,23,24,41,36,37,38,39,40,25,49,50,51,52,53,54,55,56,42,43,44,45,46,47,48,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,4,5,6,7,26,8,9,27,12,13,14,15,28,29,10,11,30,,,9,10,32,33,34,11,35,12,36,13,37,38,14,15,16,17,18,39,40,41,19,20,21,22,66,42,43,1,2,3,4,5,6,23,44,45,46,47,48,50,51,52,53,24,7,25,65,26,67,27,28,29,30,31,54,55,56,57,58,59,60,61,8,62,63,64
2,,,4,15,3,25,,26,10,27,,,,1,16,,28,13,,,,,8,29,,,,,14,,30,17,,,,,,,21,,,,,22,,,,23,32,,,24,,9,,,,31,7,,5,6,19,,18,20,33,11,12,34,,,21,2,22,15,23,25,24,10,1,14,26,27,6,7,11,5,13,28,53,54,1,56,57,58,59,60,29,8,3,16,,4,30,31,32,,,33,34,36,37,,38,17,9,39,40,18,41,42,,43,,44,45,46,47,48,49,50,51,20,52,,19,12
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
