method, obj, restrictions,directeds,rejects,iter,changes, time
1,2147.0,0,0,5,29,16,0.227597951889
1,2147.5,0,1,0,0,26,0.225806951523
1,2118.5,0,1,0,1,29,0.22595500946
1,2144.5,0,1,0,2,26,0.227109909058
1,2160.5,0,1,0,3,28,0.226809978485
1,2154.5,0,1,0,4,33,0.226552009583
1,2169.0,0,1,0,5,12,0.226740121841
1,2126.5,0,1,0,6,26,0.225359201431
1,2163.5,0,1,0,7,27,0.227383136749
1,2161.5,0,1,0,8,4,0.226586103439
1,2169.5,0,1,0,9,3,0.226588010788
1,2169.0,0,1,0,10,12,0.22663807869
1,2152.5,0,1,0,11,5,0.227496147156
1,2144.5,0,1,0,12,26,0.225821971893
1,2167.0,0,1,0,13,11,0.225744009018
1,2192.0,0,1,0,14,11,0.227023124695
1,2162.0,0,1,0,15,4,0.226633071899
1,2147.5,0,1,0,16,28,0.227355003357
1,2144.5,0,1,0,17,26,0.226857185364
1,2171.0,0,1,0,18,9,0.226668119431
1,2202.5,0,1,0,19,15,0.226814985275
1,2143.5,0,1,0,20,31,0.22701883316
1,2151.5,0,1,0,21,26,0.227468967438
1,2144.5,0,1,0,22,26,0.226617097855
1,2131.5,0,1,0,23,27,0.227358102798
1,2147.5,0,1,0,24,27,0.22714805603
1,2176.5,0,1,0,25,11,0.226328849792
1,2149.0,0,1,0,26,9,0.225717067719
1,2168.5,0,1,0,27,27,0.225747108459
1,2144.5,0,1,0,28,26,0.227550029755
1,2114.5,0,1,0,29,29,0.227308034897
1,2185.0,0,1,1,0,13,0.226460933685
1,2204.0,0,1,1,1,10,0.225968122482
1,2186.0,0,1,1,2,12,0.225807905197
1,2100.0,0,1,1,3,35,0.227941989899
1,2141.5,0,1,1,4,34,0.226225852966
1,2142.0,0,1,1,5,9,0.227252006531
1,2132.5,0,1,1,6,8,0.22504901886
1,2178.0,0,1,1,7,16,0.226660966873
1,2204.0,0,1,1,8,12,0.226986169815
1,2195.0,0,1,1,9,11,0.227219820023
1,2207.5,0,1,1,10,13,0.226790904999
1,2154.5,0,1,1,11,31,0.227448940277
1,2204.0,0,1,1,12,13,0.226634025574
1,2138.5,0,1,1,13,37,0.226126909256
1,2174.0,0,1,1,14,12,0.226274967194
1,2202.0,0,1,1,15,12,0.226052045822
1,2197.5,0,1,1,16,15,0.226886987686
1,2137.5,0,1,1,17,28,0.226813077927
1,2113.5,0,1,1,18,25,0.225528001785
1,2149.5,0,1,1,19,27,0.225878000259
1,2141.5,0,1,1,20,37,0.225786924362
1,2156.0,0,1,1,21,32,0.226970911026
1,2130.5,0,1,1,22,27,0.22595000267
1,2168.0,0,1,1,23,32,0.226881027222
1,2170.0,0,1,1,24,14,0.225029945374
1,2163.5,0,1,1,25,30,0.225454092026
1,2151.5,0,1,1,26,28,0.226156949997
1,2195.0,0,1,1,27,9,0.226873874664
1,2155.5,0,1,1,28,33,0.226328849792
1,2152.5,0,1,1,29,31,0.228943109512
1,2146.5,0,1,2,0,40,0.226083993912
1,2114.5,0,1,2,1,29,0.226937055588
1,2221.0,0,1,2,2,44,0.226812124252
1,2142.5,0,1,2,3,36,0.226005077362
1,2140.0,0,1,2,4,17,0.227435112
1,2153.5,0,1,2,5,28,0.227839946747
1,2162.5,0,1,2,6,33,0.226484060287
1,2147.5,0,1,2,7,18,0.226331949234
1,2153.0,0,1,2,8,11,0.227752923965
1,2183.0,0,1,2,9,16,0.227363824844
1,2217.0,0,1,2,10,15,0.227622032166
1,2130.5,0,1,2,11,29,0.226512908936
1,2167.5,0,1,2,12,12,0.224868059158
1,2163.0,0,1,2,13,42,0.226809024811
1,2153.0,0,1,2,14,13,0.226861000061
1,2152.0,0,1,2,15,37,0.226738929749
1,2147.0,0,1,2,16,28,0.227149963379
1,2161.5,0,1,2,17,13,0.228077173233
1,2134.0,0,1,2,18,40,0.225924015045
1,2186.0,0,1,2,19,15,0.226939916611
1,2132.5,0,1,2,20,31,0.226243972778
1,2254.5,0,1,2,21,21,0.226436853409
1,2175.0,0,1,2,22,13,0.227221012115
1,2161.5,0,1,2,23,37,0.228100061417
1,2213.5,0,1,2,24,38,0.226133108139
1,2106.5,0,1,2,25,40,0.225497961044
1,2169.0,0,1,2,26,14,0.226728200912
1,2195.0,0,1,2,27,32,0.226739168167
1,2177.0,0,1,2,28,22,0.227414131165
1,2201.0,0,1,2,29,16,0.22757601738
1,2214.0,0,1,3,0,21,0.243761062622
1,2150.5,0,1,3,1,35,0.228064775467
1,2134.0,0,1,3,2,20,0.225417852402
1,2171.0,0,1,3,3,18,0.227077960968
1,2131.5,0,1,3,4,46,0.231681108475
1,2151.5,0,1,3,5,28,0.226008892059
1,2180.5,0,1,3,6,18,0.22713303566
1,2257.5,0,1,3,7,21,0.226641893387
1,2145.5,0,1,3,8,30,0.226112127304
1,2134.5,0,1,3,9,30,0.227099895477
1,2202.5,0,1,3,10,11,0.227636098862
1,2110.5,0,1,3,11,48,0.225620985031
1,2175.5,0,1,3,12,12,0.225656032562
1,2154.0,0,1,3,13,42,0.22642993927
1,2173.0,0,1,3,14,19,0.227729082108
1,2149.5,0,1,3,15,39,0.227516174316
1,2165.0,0,1,3,16,39,0.225781917572
1,2209.0,0,1,3,17,39,0.224969863892
1,2169.5,0,1,3,18,13,0.229186058044
1,2163.0,0,1,3,19,17,0.227919101715
1,2114.5,0,1,3,20,32,0.226888179779
1,2240.5,0,1,3,21,43,0.226333141327
1,2224.0,0,1,3,22,16,0.227312088013
1,2137.5,0,1,3,23,40,0.227292060852
1,2164.0,0,1,3,24,46,0.225613832474
1,2184.0,0,1,3,25,33,0.226139068604
1,2228.0,0,1,3,26,19,0.227379083633
1,2188.0,0,1,3,27,30,0.227020978928
1,2103.0,0,1,3,28,18,0.227380990982
1,2159.5,0,1,3,29,40,0.226714849472
1,2210.5,0,1,4,0,40,0.22607922554
1,2183.0,0,1,4,1,37,0.22792506218
1,2238.5,0,1,4,2,40,0.227155923843
1,2217.5,0,1,4,3,33,0.226474046707
1,2270.0,0,1,4,4,32,0.226635932922
1,2154.0,0,1,4,5,36,0.225737094879
1,2216.5,0,1,4,6,22,0.226692914963
1,2144.5,0,1,4,7,8,0.227729082108
1,2255.0,0,1,4,8,29,0.227159976959
1,2208.5,0,1,4,9,19,0.227240085602
1,2156.0,0,1,4,10,45,0.227014064789
1,2185.0,0,1,4,11,24,0.225526094437
1,2233.0,0,1,4,12,44,0.226833105087
1,2115.0,0,1,4,13,22,0.226125001907
1,2153.0,0,1,4,14,14,0.226660966873
1,2096.0,0,1,4,15,46,0.22810292244
1,2152.0,0,1,4,16,39,0.225687026978
1,2176.0,0,1,4,17,20,0.225899219513
1,2240.0,0,1,4,18,25,0.22634100914
1,2166.0,0,1,4,19,11,0.227013111115
1,2129.0,0,1,4,20,44,0.227525949478
1,2159.5,0,1,4,21,16,0.227208852768
1,2165.5,0,1,4,22,33,0.227421045303
1,2135.5,0,1,4,23,15,0.227204084396
1,2225.0,0,1,4,24,31,0.225875139236
1,2200.5,0,1,4,25,39,0.225675106049
1,2198.0,0,1,4,26,42,0.227854013443
1,2220.5,0,1,4,27,21,0.226500034332
1,2160.0,0,1,4,28,21,0.227741956711
1,2139.0,0,1,4,29,17,0.226957798004
1,2127.0,0,1,5,0,31,0.226297140121
1,2115.0,0,1,5,1,31,0.226294994354
1,2236.5,0,1,5,2,23,0.227246046066
1,2200.5,0,1,5,3,25,0.2280189991
1,2143.5,0,1,5,4,39,0.227237939835
1,2244.5,0,1,5,5,22,0.225438833237
1,2218.5,0,1,5,6,39,0.22833108902
1,2167.0,0,1,5,7,46,0.227277994156
1,2172.0,0,1,5,8,51,0.226146936417
1,2186.0,0,1,5,9,50,0.22647690773
1,2119.5,0,1,5,10,38,0.226617097855
1,2167.5,0,1,5,11,25,0.236597061157
1,2194.0,0,1,5,12,37,0.304581880569
1,2216.0,0,1,5,13,25,0.304719924927
1,2167.0,0,1,5,14,42,0.305637121201
1,2128.0,0,1,5,15,40,0.305402994156
1,2275.5,0,1,5,16,34,0.290857076645
1,2134.0,0,1,5,17,46,0.225963830948
1,2153.5,0,1,5,18,36,0.22797703743
1,2304.5,0,1,5,19,46,0.227473020554
1,2159.0,0,1,5,20,31,0.227952003479
1,2149.5,0,1,5,21,34,0.226502895355
1,2177.5,0,1,5,22,27,0.228084802628
1,2143.0,0,1,5,23,45,0.226121902466
1,2145.0,0,1,5,24,17,0.226998090744
1,2250.0,0,1,5,25,43,0.22696685791
1,2138.0,0,1,5,26,29,0.227055072784
1,2196.5,0,1,5,27,27,0.227864027023
1,2129.0,0,1,5,28,41,0.227000951767
1,2245.0,0,1,5,29,19,0.226637840271
1,2160.5,0,2,0,0,34,0.226626157761
1,2114.5,0,2,0,1,28,0.227530956268
1,2220.0,0,2,0,2,40,0.226571798325
1,2180.0,0,2,0,3,14,0.22575712204
1,2263.0,0,2,0,4,10,0.226249933243
1,2190.0,0,2,0,5,38,0.225110054016
1,2208.0,0,2,0,6,40,0.226511955261
1,2169.0,0,2,0,7,35,0.227090835571
1,2250.5,0,2,0,8,8,0.226478099823
1,2164.5,0,2,0,9,27,0.225151062012
1,2170.5,0,2,0,10,39,0.227376937866
1,2190.0,0,2,0,11,39,0.224858045578
1,2198.0,0,2,0,12,37,0.225739002228
1,2146.0,0,2,0,13,32,0.225402116776
1,2179.0,0,2,0,14,36,0.225959062576
1,2124.0,0,2,0,15,34,0.227385044098
1,2156.0,0,2,0,16,35,0.226770162582
1,2286.0,0,2,0,17,17,0.225749969482
1,2168.5,0,2,0,18,30,0.226279973984
1,2185.5,0,2,0,19,15,0.226911067963
1,2113.5,0,2,0,20,31,0.225978136063
1,2185.0,0,2,0,21,37,0.226562023163
1,2149.5,0,2,0,22,35,0.226981878281
1,2182.0,0,2,0,23,32,0.226382017136
1,2247.5,0,2,0,24,43,0.225750923157
1,2175.0,0,2,0,25,12,0.225036859512
1,2247.0,0,2,0,26,16,0.22679901123
1,2128.0,0,2,0,27,16,0.226487159729
1,2189.5,0,2,0,28,31,0.227253913879
1,2154.5,0,2,0,29,27,0.225780010223
1,2142.5,0,2,1,0,30,0.226459026337
1,2199.0,0,2,1,1,17,0.226969957352
1,2136.5,0,2,1,2,25,0.226563930511
1,2182.0,0,2,1,3,34,0.225605010986
1,2318.5,0,2,1,4,20,0.227176904678
1,2170.5,0,2,1,5,44,0.225489854813
1,2118.0,0,2,1,6,42,0.226876974106
1,2151.0,0,2,1,7,40,0.226674079895
1,2176.0,0,2,1,8,17,0.227077960968
1,2172.0,0,2,1,9,37,0.226485967636
1,2122.5,0,2,1,10,40,0.226544857025
1,2151.5,0,2,1,11,27,0.225553035736
1,2212.5,0,2,1,12,38,0.2275390625
1,2212.0,0,2,1,13,39,0.22545003891
1,2146.5,0,2,1,14,38,0.226013898849
1,2160.0,0,2,1,15,17,0.226392030716
1,2279.0,0,2,1,16,47,0.227660179138
1,2165.0,0,2,1,17,37,0.22519993782
1,2183.5,0,2,1,18,28,0.225389003754
1,2188.0,0,2,1,19,36,0.225425958633
1,2195.0,0,2,1,20,39,0.226552009583
1,2235.5,0,2,1,21,17,0.226542949677
1,2213.0,0,2,1,22,19,0.226511001587
1,2167.5,0,2,1,23,31,0.224737882614
1,2153.5,0,2,1,24,29,0.226045846939
1,2122.0,0,2,1,25,46,0.22553896904
1,2126.0,0,2,1,26,20,0.226576089859
1,2154.5,0,2,1,27,10,0.226332187653
1,2189.0,0,2,1,28,41,0.22668504715
1,2213.0,0,2,1,29,38,0.2259349823
1,2245.0,0,2,2,0,24,0.225655078888
1,2191.5,0,2,2,1,42,0.227416038513
1,2162.0,0,2,2,2,37,0.226373195648
1,2315.5,0,2,2,3,19,0.227528095245
1,2144.5,0,2,2,4,45,0.227969884872
1,2183.5,0,2,2,5,49,0.226621866226
1,2180.0,0,2,2,6,45,0.224714994431
1,2177.0,0,2,2,7,46,0.225755929947
1,2273.0,0,2,2,8,39,0.227983951569
1,2132.0,0,2,2,9,45,0.226933956146
1,2152.5,0,2,2,10,35,0.226457118988
1,2174.5,0,2,2,11,38,0.226039886475
1,2267.5,0,2,2,12,47,0.226625919342
1,2166.5,0,2,2,13,32,0.226612091064
1,2181.5,0,2,2,14,33,0.226109981537
1,2183.0,0,2,2,15,33,0.226013898849
1,2165.5,0,2,2,16,34,0.227221012115
1,2144.5,0,2,2,17,31,0.225718021393
1,2201.0,0,2,2,18,31,0.22579908371
1,2191.0,0,2,2,19,54,0.226600170135
1,2189.0,0,2,2,20,32,0.225843906403
1,2151.0,0,2,2,21,39,0.226677179337
1,2152.0,0,2,2,22,23,0.227634906769
1,2153.5,0,2,2,23,41,0.226330041885
1,2134.0,0,2,2,24,39,0.225466966629
1,2220.5,0,2,2,25,35,0.226591825485
1,2203.0,0,2,2,26,44,0.227207899094
1,2132.0,0,2,2,27,39,0.224850177765
1,2178.5,0,2,2,28,27,0.227787017822
1,2176.0,0,2,2,29,20,0.22522187233
1,2208.5,0,2,3,0,44,0.226459026337
1,2124.0,0,2,3,1,37,0.225997924805
1,2266.0,0,2,3,2,50,0.225756883621
1,2236.0,0,2,3,3,41,0.226708173752
1,2204.5,0,2,3,4,22,0.227550029755
1,2189.0,0,2,3,5,41,0.226461172104
1,2281.5,0,2,3,6,39,0.225327968597
1,2233.0,0,2,3,7,54,0.2273209095
1,2147.0,0,2,3,8,16,0.226661205292
1,2167.5,0,2,3,9,41,0.227926969528
1,2245.0,0,2,3,10,25,0.227963924408
1,2227.5,0,2,3,11,38,0.226589918137
1,2154.5,0,2,3,12,36,0.239974021912
1,2192.0,0,2,3,13,50,0.249279022217
1,2117.5,0,2,3,14,43,0.291401863098
1,2179.0,0,2,3,15,22,0.225988149643
1,2231.5,0,2,3,16,46,0.22654914856
1,2207.0,0,2,3,17,46,0.226855039597
1,2160.5,0,2,3,18,43,0.226316928864
1,2159.5,0,2,3,19,36,0.226046085358
1,2232.0,0,2,3,20,20,0.227331876755
1,2167.0,0,2,3,21,14,0.226996898651
1,2200.0,0,2,3,22,31,0.226400852203
1,2203.0,0,2,3,23,46,0.224824905396
1,2257.0,0,2,3,24,44,0.22530412674
1,2255.0,0,2,3,25,47,0.225509881973
1,2147.5,0,2,3,26,29,0.227543115616
1,2190.0,0,2,3,27,36,0.226330041885
1,2152.5,0,2,3,28,32,0.235201120377
1,2208.0,0,2,3,29,44,0.224763870239
1,2238.0,0,2,4,0,45,0.226140975952
1,2227.0,0,2,4,1,39,0.226748943329
1,2190.5,0,2,4,2,36,0.225461006165
1,2150.5,0,2,4,3,39,0.227743148804
1,2215.0,0,2,4,4,44,0.227336168289
1,2139.0,0,2,4,5,55,0.226628780365
1,2195.0,0,2,4,6,25,0.227232933044
1,2176.0,0,2,4,7,38,0.225521087646
1,2234.5,0,2,4,8,23,0.225390911102
1,2253.0,0,2,4,9,44,0.228486061096
1,2152.5,0,2,4,10,46,0.226827859879
1,2306.5,0,2,4,11,24,0.225951910019
1,2198.5,0,2,4,12,48,0.227083921432
1,2161.0,0,2,4,13,36,0.227200984955
1,2206.0,0,2,4,14,29,0.227814912796
1,2210.5,0,2,4,15,29,0.227174043655
1,2163.5,0,2,4,16,33,0.226831912994
1,2105.0,0,2,4,17,49,0.225947856903
1,2207.0,0,2,4,18,39,0.225840091705
1,2106.0,0,2,4,19,21,0.226399183273
1,2266.0,0,2,4,20,59,0.227033853531
1,2123.0,0,2,4,21,31,0.225558996201
1,2199.0,0,2,4,22,44,0.227009057999
1,2123.0,0,2,4,23,20,0.2258207798
1,2229.0,0,2,4,24,48,0.22604393959
1,2156.0,0,2,4,25,49,0.225389957428
1,2144.0,0,2,4,26,46,0.225931167603
1,2146.5,0,2,4,27,31,0.228701114655
1,2185.0,0,2,4,28,42,0.227720022202
1,2197.0,0,2,4,29,41,0.224698066711
1,2266.0,0,2,5,0,46,0.22608089447
1,2149.5,0,2,5,1,53,0.227930784225
1,2220.0,0,2,5,2,24,0.228664875031
1,2162.5,0,2,5,3,37,0.226970911026
1,2255.5,0,2,5,4,46,0.226454019547
1,2149.0,0,2,5,5,52,0.226979017258
1,2151.5,0,2,5,6,28,0.270457983017
1,2187.0,0,2,5,7,50,0.226593017578
1,2199.0,0,2,5,8,47,0.226468086243
1,2220.0,0,2,5,9,38,0.22735118866
1,2150.0,0,2,5,10,20,0.228377819061
1,2153.0,0,2,5,11,50,0.225568056107
1,2228.0,0,2,5,12,49,0.22674202919
1,2143.0,0,2,5,13,34,0.226926088333
1,2280.0,0,2,5,14,52,0.226953983307
1,2175.0,0,2,5,15,48,0.227528095245
1,2109.5,0,2,5,16,48,0.227473974228
1,2143.0,0,2,5,17,24,0.225703954697
1,2115.5,0,2,5,18,26,0.226659059525
1,2144.0,0,2,5,19,34,0.226336956024
1,2169.5,0,2,5,20,56,0.227348089218
1,2306.0,0,2,5,21,48,0.226279020309
1,2308.0,0,2,5,22,45,0.227050065994
1,2188.0,0,2,5,23,41,0.22714805603
1,2231.5,0,2,5,24,55,0.227283000946
1,2142.0,0,2,5,25,39,0.226425886154
1,2260.0,0,2,5,26,53,0.227546215057
1,2174.0,0,2,5,27,41,0.227368831635
1,2220.0,0,2,5,28,46,0.227675914764
1,2269.5,0,2,5,29,24,0.225405931473
1,2099.5,0,3,0,0,32,0.224545955658
1,2237.5,0,3,0,1,36,0.225321054459
1,2143.5,0,3,0,2,36,0.227339982986
1,2197.0,0,3,0,3,13,0.226834774017
1,2288.0,0,3,0,4,42,0.226271867752
1,2227.0,0,3,0,5,46,0.22509598732
1,2159.5,0,3,0,6,36,0.224945068359
1,2186.0,0,3,0,7,39,0.226376771927
1,2219.5,0,3,0,8,47,0.226568937302
1,2191.5,0,3,0,9,41,0.22559094429
1,2281.5,0,3,0,10,42,0.227967977524
1,2189.5,0,3,0,11,15,0.22634100914
1,2141.5,0,3,0,12,36,0.226067066193
1,2179.0,0,3,0,13,36,0.224680185318
1,2089.0,0,3,0,14,44,0.226341962814
1,2154.5,0,3,0,15,33,0.230026006699
1,2204.0,0,3,0,16,35,0.226965904236
1,2213.0,0,3,0,17,38,0.224758863449
1,2134.5,0,3,0,18,34,0.224842786789
1,2139.5,0,3,0,19,33,0.226235151291
1,2220.0,0,3,0,20,12,0.2257168293
1,2205.0,0,3,0,21,37,0.226418972015
1,2082.0,0,3,0,22,37,0.225776195526
1,2179.0,0,3,0,23,23,0.224569797516
1,2148.5,0,3,0,24,36,0.227140903473
1,2160.5,0,3,0,25,26,0.226472139359
1,2129.5,0,3,0,26,27,0.224888086319
1,2166.0,0,3,0,27,42,0.22634601593
1,2132.5,0,3,0,28,40,0.226013898849
1,2246.0,0,3,0,29,42,0.224768161774
1,2251.5,0,3,1,0,37,0.226009130478
1,2156.0,0,3,1,1,40,0.225379943848
1,2130.0,0,3,1,2,45,0.225540876389
1,2199.0,0,3,1,3,53,0.226902961731
1,2194.0,0,3,1,4,33,0.226001977921
1,2207.5,0,3,1,5,50,0.225349903107
1,2195.0,0,3,1,6,45,0.224744081497
1,2119.5,0,3,1,7,35,0.227171182632
1,2276.0,0,3,1,8,42,0.226022005081
1,2202.5,0,3,1,9,45,0.225849151611
1,2257.5,0,3,1,10,25,0.226723909378
