method, obj, restrictions,directeds,rejects,iter,changes,totalpur, time,feasible,ranksnobs,ranksmean,ranksmin,ranksmax,ranksvar,control,Run
1-5m,72860.5,2,3,1,9,82,6,0.680180072784,1,137,13.2773722628,1,139,639.143087162,2758,5m
1-5o,72386,0,2,0,3,85,2,0.680172204971,1,137,13.9708029197,0,139,749.528553027,370,5o
1-5o,72459.5,0,1,0,2,86,1,0.680147171021,1,137,12.7737226277,1,139,531.882245599,187,5o
1-5o,72402,1,0,3,1,89,4,0.680144071579,1,137,12.496350365,1,139,509.678295406,1174,5o
1-5m,72335,0,0,1,9,69,1,0.680131912231,1,137,13.1678832117,0,139,632.655431516,58,5m
1-5m,72333,1,1,3,5,75,5,0.680130004883,1,137,13.4452554745,0,139,651.072348647,1366,5m
1-5m,72342,1,1,2,5,69,4,0.680112838745,1,137,13.3941605839,0,139,640.784671533,1336,5m
1-5o,72405,3,1,5,6,93,9,0.680088043213,1,137,13.6788321168,0,139,653.234328038,3589,5o
1-5o,72299,1,1,5,8,70,7,0.680068969727,1,137,13.0802919708,0,139,650.383211679,1435,5o
1-5o,72346,1,1,4,9,74,6,0.68005490303,1,137,13.5620437956,0,139,658.586195792,1408,5o
1-5o,72414,0,3,3,8,96,6,0.680031776428,1,137,13.7737226277,0,139,651.117539717,655,5o
1-5o,72800,1,3,2,7,84,6,0.680001974106,1,137,13.1751824818,0,139,626.586732503,1702,5o
1-5m,72303,2,0,2,9,72,4,0.679934978485,1,137,12,0,139,519.867647059,2248,5m
1-5m,72396,2,0,4,4,79,6,0.679934024811,1,137,12.3649635036,0,139,520.821704594,2293,5m
1-5m,72266,1,0,1,5,66,2,0.679858922958,1,137,12.2627737226,1,139,533.827501073,1126,5m
1-5m,72370.5,0,0,3,7,79,3,0.679838895798,1,137,11.598540146,1,139,416.359703736,112,5m
1-5o,72361,1,1,3,7,84,5,0.679770946503,1,137,12.5766423358,0,139,541.966509231,1372,5o
1-5m,72391,0,1,1,1,84,2,0.67976307869,1,137,13.102189781,1,139,640.695362817,214,5m
1-5m,72289,0,3,2,5,80,5,0.679733037949,1,137,13.1386861314,1,139,638.53209532,616,5m
1-5m,72333.5,1,1,3,7,77,5,0.679722070694,1,137,13.8613138686,0,139,735.693860026,1372,5m
1-5o,72674.5,0,1,4,6,83,5,0.679705142975,1,137,14.5255474453,1,139,830.515886647,319,5o
1-5o,72285.5,1,0,1,6,79,2,0.679651021957,1,137,12.8540145985,1,139,613.507943323,1129,5o
1-5m,72391.5,1,1,0,8,75,2,0.679629087448,1,137,12.4306569343,1,139,526.011700301,1285,5m
1-5m,72200,1,0,1,1,68,2,0.679625034332,1,137,12.0510948905,1,139,512.151781881,1114,5m
3,70831,1,0,2,4,62,3,0.679560184479,1,137,15.3868613139,1,139,918.400708459,1155,5o
1-5o,72429.5,1,2,2,8,87,5,0.679512023926,1,137,12.9270072993,0,139,523.832868184,1525,5o
1-5m,72263.5,1,0,0,7,78,1,0.679498195648,1,137,11.4087591241,1,139,408.934628596,1102,5m
1-5o,72320.5,0,0,3,9,86,3,0.679483890533,1,137,12.7810218978,1,139,628.260519536,118,5o
1-5m,72335,0,2,1,0,76,3,0.67948102951,1,137,13.5328467153,1,139,656.103692572,391,5m
1-5o,72434,1,2,3,5,87,6,0.679469108582,1,137,14.1751824818,1,139,763.513203091,1546,5o
1-5m,72355,0,3,2,1,69,5,0.679467916489,1,137,13.204379562,1,139,626.443215973,604,5m
1-5o,72338,0,1,1,6,79,2,0.679463863373,1,137,13.8540145985,0,139,657.478531559,229,5o
1-5m,72213,0,1,2,8,69,3,0.679420948029,1,137,12,1,139,505.352941176,265,5m
1-5m,72325.5,0,3,0,9,69,3,0.679398059845,1,137,13.4817518248,1,139,643.545620438,568,5m
1-5o,72392.5,1,0,2,1,79,3,0.679373025894,1,137,13.3722627737,1,139,647.000107342,1144,5o
2,70839,1,0,0,5,63,1,0.679371833801,1,137,15.6423357664,1,139,940.407900386,1097,10m
1-5o,72506.5,1,3,4,1,83,8,0.679371833801,0,137,13.5474452555,1,139,548.749570631,1744,5o
1-5o,72450,0,4,0,4,88,4,0.679356813431,1,137,14.0729927007,1,139,661.009338772,733,5o
1-5o,72382.5,1,2,4,4,93,7,0.679316997528,1,137,13.299270073,0,139,654.06419064,1573,5o
1-5m,72476.5,1,4,1,3,76,6,0.679297924042,1,137,13.3649635036,0,139,565.630528124,1840,5m
1-5m,72337.5,0,2,2,1,75,4,0.679260015488,1,137,13.2408759124,1,139,649.404787462,424,5m
1-5o,72270,1,0,2,6,79,3,0.679260015488,1,137,12.0583941606,1,139,516.540682696,1159,5o
1-5m,72444,0,0,2,1,75,2,0.679221868515,1,137,12.5474452555,1,139,520.808394161,64,5m
1-5o,72332.5,2,0,4,3,98,6,0.679215908051,1,137,12.6423357664,0,139,529.393194504,2290,5o
1-5o,72289.5,0,0,4,5,67,4,0.679198026657,1,137,12.6204379562,1,139,615.796049807,136,5o
1-5m,72236,1,0,5,4,80,6,0.679179191589,1,137,13.1532846715,0,139,731.616036926,1243,5m
1-5o,72287.5,0,3,3,9,85,6,0.67915892601,1,137,13.0291970803,1,139,634.381494204,658,5o
1-5o,72449,1,3,3,2,82,7,0.67914891243,1,137,11.9854014599,1,139,424.205667669,1717,5o
1-5m,72490,1,4,5,2,79,10,0.679123163223,1,137,13.5693430657,1,139,567.526406183,1957,5m
1-5m,72247,1,0,0,3,65,1,0.679121017456,1,137,12.2189781022,1,139,534.275225419,1090,5m
1-5o,72359,0,0,0,9,74,0,0.679051160812,1,137,13.0875912409,1,139,643.418741949,28,5o
1-5o,72497.5,0,3,5,3,86,8,0.679005861282,1,137,13.5693430657,0,139,637.173465006,700,5o
1-5m,72268,1,3,1,2,82,5,0.678977012634,1,137,12.6058394161,1,139,517.211142121,1657,5m
1-5m,72487,0,2,2,0,78,4,0.678960084915,1,137,13.1167883212,1,139,534.515671962,421,5m
1-5m,72290,1,0,4,2,82,5,0.678928136826,1,137,13.3284671533,1,139,630.251610133,1207,5m
1-5o,72681.5,0,4,1,3,83,5,0.678901910782,1,137,12.1751824818,0,139,508.777908974,760,5o
1-5m,72313.5,2,2,1,1,73,5,0.678882837296,1,137,13.1751824818,1,139,639.542614856,2554,5m
1-5m,72328.5,2,2,5,4,77,9,0.67885017395,1,137,13,1,139,620.735294118,2683,5m
1-5o,72419.5,1,1,1,6,84,3,0.678825855255,1,137,12.6642335766,1,139,542.85702018,1309,5o
1-5o,72434.5,1,2,5,6,94,8,0.678797960281,1,137,13.0729927007,0,139,556.74463289,1609,5o
1-5m,72307,0,3,0,2,71,3,0.678791046143,1,137,14.3503649635,0,139,751.949871189,547,5m
1-5o,72477.5,1,1,5,9,88,7,0.678781032562,1,137,12.5693430657,0,139,543.791112065,1438,5o
1-5m,72320.5,0,1,3,0,74,4,0.67875790596,1,137,12.2700729927,1,139,511.522112495,271,5m
1-5m,72248,1,0,0,8,58,1,0.678734779358,1,137,13.0583941606,1,139,637.261270932,1105,5m
1-5o,72281,1,0,1,8,80,2,0.678723096848,1,137,13.9124087591,1,139,743.624624302,1135,5o
1-5m,72384.5,1,0,2,2,77,3,0.678658008575,1,137,13.0364963504,1,139,634.579540575,1147,5m
1-5m,72319,1,0,5,8,74,6,0.678619861603,1,137,12.0802919708,1,139,523.76556462,1255,5m
1-5m,72352.5,0,0,0,3,72,0,0.678596973419,1,137,12.7299270073,1,139,611.154465436,10,5m
1-5m,72365.5,1,4,2,6,74,7,0.678493976593,1,137,13.6423357664,1,139,625.349076857,1879,5m
1-5m,72183.5,0,1,4,1,79,5,0.678484916687,1,137,11.7518248175,1,139,499.687956204,304,5m
1-5m,72224,0,1,4,7,71,5,0.678475141525,1,137,12.9489051095,0,139,631.872370116,322,5m
1-5m,72417.5,0,4,1,0,78,5,0.678450107574,1,137,13.4671532847,1,139,616.706633748,751,5m
2,70893.5,0,2,1,7,56,3,0.678442001343,1,137,15.8321167883,1,139,938.081902104,413,10m
1-5m,72330,1,3,4,7,79,8,0.678432941437,1,137,13.1240875912,1,139,633.712430228,1762,5m
1-5m,72301.5,0,0,0,7,69,0,0.678390026093,1,137,14.3211678832,1,139,855.704916273,22,5m
1-5m,72342.5,0,0,0,9,69,0,0.678369045258,1,137,13.3284671533,1,139,633.236904251,28,5m
1-5m,72294,2,2,3,1,74,7,0.678349971771,1,137,13.0583941606,1,139,652.408329755,2614,5m
1-5m,72295.5,0,2,4,9,73,6,0.678332090378,1,137,13.102189781,0,139,638.224774581,508,5m
1-5o,72270,2,0,2,4,76,4,0.67830991745,1,137,13.0364963504,1,139,627.976599399,2233,5o
1-5m,72322.5,1,0,0,5,64,1,0.678272008896,1,137,12.1313868613,1,139,521.159081151,1096,5m
3,70819,0,0,2,7,59,2,0.678231954575,1,137,15.1386861314,1,139,913.708565908,84,5o
1-5o,72262,1,0,5,6,82,6,0.6782310009,1,137,13.496350365,0,139,645.972413053,1249,5o
1-5m,72351,0,0,3,1,81,3,0.67822599411,1,137,14.0802919708,0,139,742.089094032,94,5m
3,70964.5,0,4,4,1,67,8,0.67818403244,1,137,17.7153284672,1,139,1143.98454272,846,5m
1-5m,72372,0,5,5,5,77,10,0.678169965744,1,137,13.3357664234,1,139,631.621726063,1066,5m
3,70856,0,2,5,9,68,7,0.678133010864,1,137,15.8759124088,1,139,935.785959639,540,10m
1-5m,72366.5,0,2,4,2,78,6,0.678131103516,1,137,12.5693430657,1,139,510.952876771,487,5m
1-5o,72379,0,1,1,1,87,2,0.6781270504,1,137,13.5109489051,0,139,654.398776299,214,5o
1-5o,72343,1,1,5,1,91,7,0.6781001091,1,137,13.2846715328,1,139,722.087483899,1414,5o
1-5m,72402.5,2,2,0,0,68,4,0.678092956543,1,137,11.7372262774,1,139,421.209854015,2521,5m
3,71020,0,2,3,8,67,5,0.678092002869,1,137,15.9781021898,1,139,1019.5068699,477,5o
1-5o,72334.5,1,2,2,6,92,5,0.678061962128,1,137,12.8248175182,1,139,547.042614856,1519,5o
1-5m,72390.5,0,2,5,3,72,7,0.678042888641,1,137,12.5255474453,1,139,524.618827823,520,5m
1-5o,72346.5,3,1,2,3,82,6,0.67803812027,1,137,13.4233576642,0,139,639.554744526,3490,5o
1-5o,72318,3,0,5,7,85,8,0.678024053574,1,137,11.3941605839,0,139,397.108200945,3412,5o
1-5m,72439,0,1,1,5,80,2,0.677994966507,1,137,14.2335766423,0,139,741.562687849,226,5m
1-5m,72292,1,0,2,9,74,3,0.677988052368,1,137,13.1094890511,1,139,626.671747531,1168,5m
1-5m,72332.5,1,0,5,6,80,6,0.677960157394,1,137,11.802919708,0,139,512.129991413,1249,5m
1-5m,72306.5,0,3,3,6,83,6,0.677917003632,1,137,12.2919708029,1,139,507.120008587,649,5m
1-5m,72235.5,0,0,4,9,77,4,0.677872896194,1,137,12.9124087591,1,139,640.756977243,148,5m
1-5m,72670.5,1,2,3,4,77,6,0.677851200104,1,137,13.3649635036,1,139,637.615822241,1543,5m
3,70846,0,1,4,1,59,5,0.677837848663,1,137,15.5766423358,1,139,924.304744526,306,5o
1-5o,72286,0,0,4,7,70,4,0.67782998085,1,137,13.3941605839,1,139,642.167024474,142,5o
1-5m,72347,1,0,2,8,76,3,0.677818775177,1,137,11.897810219,1,139,499.063009875,1165,5m
1-5o,72302,1,0,1,1,73,2,0.677773952484,1,137,12.6934306569,1,139,621.052382997,1114,5o
1-5m,72191.5,3,1,2,0,74,6,0.677772045135,1,137,13.0802919708,1,139,628.839094032,3481,5m
1-5m,72348.5,1,4,3,3,81,8,0.677747011185,1,137,14.5474452555,1,139,754.602511808,1900,5m
1-5m,72421.5,0,2,3,1,74,5,0.677738904953,1,137,13.3722627737,1,139,634.705989695,454,5m
1-5o,72467,1,3,3,6,88,7,0.677727222443,1,137,13.8540145985,1,139,650.596178617,1729,5o
3,70923,1,4,4,1,63,9,0.677724123001,1,137,16.3868613139,1,139,950.518355517,1926,5m
1-5m,72296.5,0,1,4,2,73,5,0.677696943283,1,137,12.7153284672,1,139,533.822778016,307,5m
2,70824,0,0,3,0,61,3,0.677691936493,1,137,15.1532846715,1,139,912.998389867,92,5o
1-5o,72330,0,4,3,8,95,7,0.677661180496,1,137,14.4306569343,0,139,752.585229712,835,5o
1-5m,72353,5,1,3,9,72,9,0.677655220032,1,137,12.401459854,0,139,525.977350794,5698,5m
1-5m,72387,5,4,3,9,81,12,0.677640914917,1,137,14.2189781022,1,139,667.378166595,6238,5m
1-5m,72511.5,1,2,3,2,77,6,0.677613973618,1,137,13.0583941606,0,139,626.275976814,1537,5m
1-5m,72366,1,1,3,6,76,5,0.67761015892,1,137,12.7591240876,1,139,631.948905109,1369,5m
1-5m,72450.5,0,4,1,5,69,5,0.677599906921,1,137,12.299270073,1,139,508.343602404,766,5m
1-5m,72349.5,1,0,2,0,70,3,0.677572011948,1,137,11.8832116788,0,139,426.986260198,1141,5m
1-5o,72401.5,0,3,2,9,88,5,0.677572011948,1,137,13.802919708,0,139,624.644697295,628,5o
1-5m,72267,2,0,3,0,71,5,0.677567958832,1,137,12.6131386861,1,139,624.7830614,2251,5m
1-5m,72249,0,1,4,5,77,5,0.677566051483,1,137,12.1824817518,0,139,529.076749678,316,5m
1-5m,72283.5,2,0,2,3,73,4,0.677541971207,1,137,13.1313868613,1,139,638.159081151,2230,5m
1-5o,72304,1,0,5,8,89,6,0.677445888519,1,137,12.4160583942,1,139,627.465328467,1255,5o
1-5m,72382,4,1,2,8,73,7,0.677443027496,1,137,12.7299270073,1,139,522.404465436,4585,5m
1-5o,72269.5,2,0,0,3,86,2,0.677431821823,1,137,12.3065693431,0,139,609.155324173,2170,5o
1-5o,72262,3,0,4,0,90,7,0.677361965179,1,137,12.9343065693,1,139,630.253005582,3361,5o
1-5m,72290,0,1,4,6,85,5,0.67734503746,1,137,12.7664233577,1,139,630.930334908,319,5m
1-5o,72352,1,4,3,0,83,8,0.677332878113,1,137,12.2481751825,1,139,510.629132675,1891,5o
1-5o,72386.5,2,1,0,2,80,3,0.677286148071,1,137,13.0218978102,1,139,537.12451696,2347,5o
1-5m,72302,2,0,1,5,65,3,0.677222013474,1,137,13.2408759124,1,139,629.654787462,2206,5m
1-5m,72731.5,0,2,5,9,84,7,0.677181959152,1,137,13.8540145985,0,139,659.066766853,538,5m
1-5o,72709.5,1,1,4,2,91,6,0.677165031433,1,137,13.3795620438,0,139,640.546049807,1387,5o
1-5m,72614.5,0,3,0,8,82,3,0.677145957947,1,137,13.5912408759,0,139,653.993452125,565,5m
1-5m,72324.5,1,1,3,8,82,5,0.677134990692,1,137,12.0291970803,1,139,512.410905968,1375,5m
1-5o,72330.5,0,0,5,9,88,5,0.677107095718,1,137,13.1167883212,0,139,610.162730786,178,5o
1-5m,72308.5,1,1,0,4,78,2,0.677083969116,1,137,12.3722627737,1,139,500.808930872,1273,5m
1-5o,72438.5,2,2,0,0,75,4,0.677078008652,1,137,12.897810219,0,139,541.313009875,2521,5o
1-5m,72429,1,0,5,5,82,6,0.677040815353,1,137,12.1386861314,1,139,509.208565908,1246,5m
1-5o,72421.5,0,1,2,4,77,3,0.676983118057,1,137,14.2408759124,1,139,665.89008158,253,5o
1-5m,72537,0,2,4,3,79,6,0.67694401741,1,137,13.2846715328,0,139,642.572778016,490,5m
1-5m,72326.5,1,2,0,6,79,3,0.676907062531,1,137,12.9343065693,1,139,619.723593817,1459,5m
1-5m,72365.5,2,2,0,6,75,4,0.676867008209,1,137,12.9489051095,1,139,632.416487763,2539,5m
1-5m,72269.5,0,1,4,9,75,5,0.676812887192,1,137,12.5912408759,1,139,620.375805067,328,5m
1-5o,72329.5,1,0,0,1,72,1,0.676784992218,1,137,12.9562043796,1,139,634.218656076,1084,5o
1-5o,72424.5,1,1,4,5,80,6,0.676750898361,1,137,12.8467153285,1,139,553.380742808,1396,5o
1-5m,72277.5,0,0,3,5,75,3,0.676732063293,1,137,13.1824817518,1,139,626.782632031,106,5m
1-5o,72497.5,0,1,0,9,79,1,0.67672085762,1,137,12.8467153285,1,139,531.424860455,208,5o
1-5m,72395.5,0,1,0,4,69,1,0.676717042923,1,137,11.6569343066,0,139,415.094675827,193,5m
1-5m,72315.5,2,0,0,6,73,2,0.676717042923,1,137,12.9416058394,1,139,606.908329755,2179,5m
1-5m,72314.5,2,0,1,3,70,3,0.676711797714,1,137,11.7664233577,0,139,412.356805496,2200,5m
3,70843,0,1,3,0,64,4,0.676700115204,1,137,16.1386861314,1,139,1034.59091885,273,5m
1-5o,72320,2,0,2,2,90,4,0.676694154739,1,137,12.9197080292,1,139,620.809682267,2227,5o
1-5m,72323.5,0,2,5,2,74,7,0.676690816879,1,137,12.102189781,0,139,448.989480464,517,5m
1-5m,72551.5,1,2,0,2,78,3,0.676690816879,1,137,13.5547445255,1,139,646.763525118,1447,5m
1-5o,72440,1,3,5,5,75,9,0.676690101624,1,137,12.6277372263,1,139,538.514813225,1786,5o
1-5o,72287.5,0,0,2,8,78,2,0.676689863205,1,137,12.4452554745,1,139,616.204701589,85,5o
1-5o,72346.5,0,0,0,5,79,0,0.676676988602,1,137,12.9197080292,1,139,631.324388149,16,5o
1-5m,72305,1,0,3,7,78,4,0.676635026932,1,137,12.3941605839,1,139,524.76996565,1192,5m
1-5m,72341,1,0,0,1,67,1,0.676611185074,1,137,12.4379562044,0,139,535.203842851,1084,5m
1-5m,72512.5,0,1,0,7,78,1,0.676609992981,1,137,13.9416058394,1,139,651.731859167,202,5m
1-5o,72453,1,3,3,1,102,7,0.676589012146,1,137,14.3065693431,1,139,745.728853585,1714,5o
1-5m,72312.5,0,3,2,6,77,5,0.676585912704,1,137,12.7810218978,1,139,546.275225419,619,5m
1-5o,72348,1,0,3,2,68,4,0.676543951035,1,137,11.4744525547,1,139,396.251180764,1177,5o
1-5m,72262,1,2,2,9,70,5,0.676508188248,1,137,12.2846715328,1,139,535.381601546,1528,5m
1-5o,72313,2,0,5,6,83,7,0.676501989365,1,137,13.8905109489,1,139,739.730571061,2329,5o
1-5o,72425.5,1,0,3,8,82,4,0.676450967789,1,137,12.3211678832,1,139,521.631386861,1195,5o
1-5m,72317.5,2,1,0,3,79,3,0.676362991333,1,137,12.1240875912,0,139,504.859489051,2350,5m
1-5m,72386.5,0,0,1,3,71,1,0.676359891891,1,137,13.1094890511,1,139,632.348218119,40,5m
1-5m,72307.5,0,0,5,9,75,5,0.676336050034,1,137,11.9197080292,1,139,502.26556462,178,5m
1-5o,72356.5,3,4,1,2,88,8,0.676331996918,1,137,12.0948905109,0,139,501.380635466,3997,5o
1-5m,72418,2,3,4,9,83,9,0.676295995712,1,137,13.8613138686,0,139,677.03209532,2848,5m
1-5m,72329.5,3,0,5,9,80,8,0.67626786232,1,137,12.3065693431,1,139,519.052382997,3418,5m
1-5m,72336,2,0,5,3,74,7,0.676227092743,0,137,13.0875912409,1,139,645.051094891,2320,5m
1-5m,72312,1,0,4,4,76,5,0.676226139069,0,137,13.0729927007,0,139,649.376985831,1213,5m
1-5o,72351,0,0,5,3,92,5,0.676223039627,1,137,12.6788321168,0,139,606.160798626,160,5o
1-5m,72387,2,3,2,8,80,7,0.67619395256,1,137,13.6496350365,0,139,658.435165307,2785,5m
1-5m,72299.5,0,1,0,5,71,1,0.676177978516,1,137,13.8175182482,1,139,751.282632031,196,5m
1-5m,72354,0,2,0,0,83,2,0.676176071167,1,137,12.8248175182,1,139,546.160261915,361,5m
1-5o,72398,5,1,3,0,89,9,0.676165103912,1,137,13.4087591241,0,139,654.581687419,5671,5o
1-5m,72281.5,0,1,0,3,70,1,0.676129102707,1,137,12.7226277372,1,139,640.098969515,190,5m
1-5m,72397.5,2,0,3,4,70,5,0.676124095917,1,137,11.8175182482,0,139,407.047337913,2263,5m
1-5o,72582,0,3,3,6,80,6,0.676110982895,1,137,13.4306569343,1,139,653.805817948,649,5o
1-5m,72361.5,0,3,5,3,81,8,0.676082849503,1,137,14.1605839416,1,139,749.900493774,700,5m
1-5o,72351.5,1,3,0,5,84,4,0.676059961319,1,137,12.1678832117,1,139,517.199549163,1636,5o
1-5m,72270.5,3,1,4,6,74,8,0.676050901413,1,137,13.7518248175,0,139,740.702662087,3559,5m
1-5o,72220,1,1,4,6,88,6,0.676028013229,1,137,11.7226277372,0,139,507.260734221,1399,5o
1-5o,72285.5,1,4,5,6,88,10,0.676015138626,1,137,13.496350365,1,139,672.134177759,1969,5o
1-5o,72331,1,2,3,4,80,6,0.675990819931,1,137,14.5401459854,0,139,835.029626449,1543,5o
1-5m,72299,1,2,3,5,76,6,0.675936937332,1,137,12.3357664234,0,139,522.724667239,1546,5m
1-5m,72555.5,4,4,4,4,87,12,0.675930023193,1,137,15.2700729927,0,139,764.007406612,5173,5m
1-5m,72388,0,3,5,1,83,8,0.675909996033,1,137,12.9416058394,1,139,537.540682696,694,5m
1-5o,72335.5,0,1,2,8,88,3,0.675909042358,1,137,11.9270072993,1,139,510.43580936,265,5o
1-5m,72438,0,4,5,2,81,9,0.675889015198,1,137,13.9708029197,1,139,737.337376556,877,5m
1-5o,72303.5,1,2,2,9,86,5,0.675857067108,1,137,12.0291970803,1,139,518.249141262,1528,5o
1-5m,72380,1,2,4,0,85,7,0.675830125809,1,137,14.0729927007,1,139,749.788750537,1561,5m
1-5o,72251.5,2,1,1,0,84,4,0.675786018372,1,137,12.0729927007,1,139,523.99463289,2371,5o
1-5m,72804,0,3,1,1,77,4,0.675781965256,1,137,13.3795620438,0,139,644.296049807,574,5m
1-5m,72271,0,1,5,0,68,6,0.67573595047,1,137,13.7226277372,0,139,745.893087162,331,5m
1-5m,72368.5,1,1,1,6,73,3,0.67573595047,1,137,13.9270072993,0,139,751.141691713,1309,5m
1-5m,72351,1,0,5,9,79,6,0.675648927689,1,137,13.3284671533,1,139,642.54572778,1258,5m
3,70888,2,1,1,8,57,4,0.675590991974,1,137,16.0218978102,1,139,941.256869901,2397,10m
1-5m,72282,2,2,3,2,78,7,0.675585985184,1,137,12.8540145985,1,139,622.125590382,2617,5m
1-5o,72384,0,0,2,0,88,2,0.675561904907,1,137,13.4525547445,0,139,645.11721769,61,5o
1-5o,72291,1,0,2,0,72,3,0.675550937653,1,137,11.9781021898,0,139,524.37451696,1141,5o
1-5o,72398.5,0,4,1,8,84,5,0.675547838211,1,137,13.6131386861,1,139,640.562473164,775,5o
1-5o,72408,1,1,3,2,86,5,0.675524950027,1,137,13.9635036496,1,139,733.211893517,1357,5o
1-5m,72332,0,1,1,2,75,2,0.675518989563,1,137,12.4160583942,0,139,525.641799055,217,5m
1-5o,72384.5,3,0,4,6,81,7,0.675510883331,0,137,12.4452554745,1,139,531.645878059,3379,5o
1-5o,72359,1,1,2,2,89,4,0.675498962402,1,137,12.4598540146,0,139,525.941391155,1327,5o
1-5m,72509,5,2,2,9,79,9,0.675482988358,0,137,13.6934306569,1,139,638.728853585,5848,5m
1-5m,72293.5,5,1,5,1,75,11,0.675458908081,1,137,12.3649635036,1,139,522.615822241,5734,5m
1-5o,72327,1,2,3,0,79,6,0.675379037857,1,137,13.7299270073,0,139,730.448583083,1531,5o
1-5o,72351.5,0,1,5,9,74,6,0.67537689209,1,137,12.5401459854,1,139,526.103155861,358,5o
1-5o,72361,1,2,1,4,83,4,0.675361871719,1,137,12.3503649635,1,139,508.655753542,1483,5o
1-5o,72683,0,4,1,5,93,5,0.675358057022,1,137,13.6204379562,0,139,641.354873336,766,5o
1-5m,72281,2,2,5,5,76,9,0.675356864929,1,137,13.2481751825,0,139,633.129132675,2686,5m
1-5o,72378,3,2,2,9,78,7,0.675343990326,1,137,12.0875912409,1,139,421.35991842,3688,5o
1-5o,72323,3,5,4,4,87,12,0.675268888474,1,137,13.8102189781,1,139,650.772541863,4273,5o
1-5m,72366,0,1,1,6,76,2,0.675266981125,1,137,12.3357664234,1,139,527.709961357,229,5m
1-5m,72435,1,4,3,5,75,8,0.675235033035,1,137,13.204379562,1,139,543.899098325,1906,5m
1-5o,72382,1,2,1,7,79,4,0.675227880478,1,137,14.3722627737,1,139,757.588342636,1492,5o
1-5m,72453,1,4,3,8,81,8,0.675211191177,1,137,14.2116788321,1,139,682.197509661,1915,5m
1-5m,72352,0,1,3,3,80,4,0.675192832947,1,137,12.3941605839,0,139,519.505259768,280,5m
1-5m,72418.5,2,3,5,8,77,10,0.67516708374,0,137,13.4306569343,1,139,657.864641477,2875,5m
1-5o,72462,1,2,3,1,72,6,0.675146102905,1,137,13.5620437956,0,139,650.042078145,1534,5o
1-5o,72377.5,3,0,1,9,82,4,0.675143003464,1,137,11.8759124088,1,139,394.285959639,3298,5o
1-5o,72507.5,2,2,1,7,88,5,0.675108909607,1,137,13.1532846715,1,139,533.542507514,2572,5o
1-5o,72274,5,2,0,1,82,7,0.675098896027,1,137,12.5328467153,1,139,528.574280807,5764,5o
1-5m,72265,2,2,2,6,67,6,0.675098180771,1,137,13.2189781022,1,139,626.039931301,2599,5m
1-5o,72333.5,1,0,3,7,81,4,0.675091028214,1,137,12.3138686131,1,139,522.893409188,1192,5o
1-5m,72300,0,2,2,3,76,4,0.675042152405,1,137,13.5839416058,1,139,736.553563761,430,5m
1-5m,72661.5,0,2,4,0,76,6,0.675014972687,1,137,12.5839416058,1,139,520.759446114,481,5m
1-5o,72326.5,2,2,5,7,80,9,0.675010204315,1,137,13.7299270073,1,139,743.080936024,2692,5o
1-5m,72347.5,1,4,1,5,75,6,0.674956083298,1,137,13.0729927007,1,139,630.18580936,1846,5m
3,70907,0,2,2,3,65,4,0.674926042557,1,137,15.7080291971,1,139,929.590596823,432,10m
1-5m,72396.5,1,0,2,3,82,3,0.674916982651,1,137,12.3284671533,0,139,531.383963074,1150,5m
1-5m,72330,0,1,0,1,68,1,0.674904108047,1,137,13.1678832117,1,139,635.802490339,184,5m
1-5o,72312,1,1,1,0,80,3,0.674900054932,1,137,11.8175182482,1,139,510.076749678,1291,5o
1-5m,72324,0,2,3,0,78,5,0.674897909164,1,137,12.897810219,1,139,622.018892228,451,5m
1-5o,72253.5,1,1,2,3,70,4,0.674878120422,1,137,12.0510948905,1,139,509.416487763,1330,5o
1-5o,72463,1,2,1,6,85,4,0.674865007401,1,137,13.5620437956,0,139,641.336195792,1489,5o
1-5m,72410.5,5,0,3,9,74,8,0.674836874008,1,137,13.0510948905,1,139,631.372370116,5518,5m
1-5m,72362.5,2,3,2,0,72,7,0.674825906754,1,137,13.3868613139,1,139,636.003649635,2761,5m
1-5m,72407.5,0,1,1,3,77,2,0.674816131592,1,137,13.2627737226,0,139,646.856912838,220,5m
1-5m,72285.5,1,0,1,2,69,2,0.674787044525,1,137,13.4087591241,0,139,630.037569772,1117,5m
1-5o,72444.5,0,1,1,3,86,2,0.674767971039,1,137,13.5766423358,1,139,643.010626878,220,5o
1-5o,72235.5,2,1,2,8,86,5,0.674762010574,1,137,12.9051094891,1,139,613.821811936,2425,5o
1-5o,72508,1,5,4,6,91,10,0.674760818481,1,137,13.7591240876,0,139,564.184199227,2119,5o
1-5m,72259,0,3,5,4,74,8,0.674758195877,1,137,11.5766423358,0,139,403.569450408,703,5m
1-5o,72312,1,0,5,2,86,6,0.674754858017,1,137,13.0583941606,1,139,630.849506226,1237,5o
1-5o,72390,2,1,0,3,81,3,0.674722909927,1,137,12.2554744526,1,139,521.265135251,2350,5o
1-5o,72320.5,2,1,4,3,79,7,0.674687862396,1,137,13.2189781022,0,139,634.775225419,2470,5o
1-5m,72415,0,1,3,2,73,4,0.67467880249,1,137,13.3284671533,1,139,646.251610133,277,5m
1-5o,72312,1,1,4,4,90,6,0.67467212677,1,137,12.5620437956,0,139,527.76266638,1393,5o
1-5o,72468,0,4,5,6,93,9,0.674645900726,1,137,14.4306569343,1,139,675.555817948,889,5o
