method, obj, restrictions,directeds,rejects,iter,changes,totalpur, time,feasible,ranksnobs,ranksmean,ranksmin,ranksmax,ranksvar,control,Run
3,70915,0,3,0,4,63,3,0.623028993607,1,137,16.7518248175,1,139,1046.54089738,555,10m
2,70861,0,2,2,2,58,4,0.623018980026,1,137,15.7445255474,1,139,931.779841134,428,10m
2,70909,2,2,5,7,60,9,0.622979879379,1,137,16.7226277372,1,139,1033.40779304,2693,5o
2,70834,0,0,4,6,50,4,0.622930049896,1,137,15.6934306569,1,139,932.022971232,140,10m
2,70973.5,2,4,0,4,80,6,0.622916936874,1,137,18.1532846715,1,139,1153.92486046,2894,10m
2,71752.5,0,4,1,2,66,5,0.622884988785,1,137,18.2262773723,1,139,1170.44106913,758,10m
2,70873.5,4,2,1,9,68,7,0.622851848602,1,137,17.2116788321,1,139,1138.75633319,4739,10m
2,70984.4,2,2,2,0,71,6,0.622850894928,1,137,16.2919708029,1,139,1031.09059682,2582,10m
2,70847.5,2,0,0,8,55,2,0.622833967209,1,137,15.6788321168,1,139,926.087269214,2186,10m
3,71207.2,0,2,3,7,67,5,0.622788906097,1,137,15.5474452555,1,139,934.308394161,474,10m
3,70827,0,0,5,6,65,5,0.622767925262,1,137,16.0948905109,1,139,950.733576642,171,10m
2,70819,0,0,2,5,63,2,0.622732877731,1,137,15.1532846715,1,139,914.189566337,77,10m
3,72279.3,1,3,1,5,64,5,0.622726917267,1,137,16.4744525547,1,139,1035.85412194,1668,10m
2,70825,2,0,4,9,55,6,0.622627019882,1,137,15.5401459854,1,139,933.882567626,2309,10m
2,70983.8,0,2,4,9,64,6,0.62260890007,1,137,16.2262773723,1,139,1029.58812795,509,5m
2,71019.9,1,2,5,3,70,8,0.622596979141,1,137,16.9197080292,1,139,1133.35379991,1601,5o
3,70819,0,0,1,2,49,1,0.622588157654,1,137,15.5255474453,1,139,934.177651353,39,10m
2,70855,1,1,3,3,68,5,0.622442007065,1,137,15.5255474453,1,139,922.927651353,1361,5m
2,70830,1,0,3,7,49,4,0.6224360466,1,137,15.2700729927,1,139,911.183877201,1193,10m
3,70943,1,3,2,3,62,6,0.622435092926,1,137,15.496350365,1,139,829.781236582,1692,10m
2,71007.4,0,2,4,4,72,6,0.622435092926,1,137,15.7153284672,1,139,1005.95513096,494,5m
3,71288.2,0,4,0,0,57,4,0.622412919998,1,137,15.8832116788,1,139,934.589201374,723,10m
2,70892,1,2,1,9,53,4,0.622408866882,1,137,16.1094890511,1,139,951.701159296,1499,5o
3,70887,2,4,4,0,71,10,0.622351884842,1,137,17.6058394161,1,139,1138.74055389,3003,5o
2,70882,0,1,2,5,57,3,0.6223320961,1,137,15.7299270073,1,139,938.49270073,257,10m
3,71066.8,1,3,2,8,63,6,0.622318029404,1,137,16.2846715328,1,139,1020.44042508,1707,10m
3,70943,1,4,4,0,68,9,0.622312068939,1,137,17.8832116788,1,139,1157.67743667,1923,10m
2,70831,0,0,2,0,47,2,0.622220039368,1,137,15.6715328467,1,139,931.781021898,62,5m
3,70915.5,0,4,4,9,76,8,0.622149944305,1,137,17.5839416058,1,139,1141.28885788,870,5o
3,70827,1,0,4,8,56,5,0.622128009796,1,137,15.1897810219,1,139,913.346071275,1227,10m
2,70897,0,3,4,7,65,7,0.622097969055,1,137,17.2554744526,1,139,1147.02984113,683,10m
3,70819,0,0,3,8,62,3,0.622066020966,1,137,15.1167883212,1,139,913.809789609,117,5o
2,70849,0,2,1,9,57,3,0.621887922287,1,137,16.197080292,1,139,1023.61528553,419,10m
3,71026.3,0,2,5,5,61,7,0.621881008148,1,137,16.1167883212,1,139,1022.57449549,528,5m
2,70934,2,5,2,5,71,9,0.621875047684,1,137,17.6861313869,1,139,1154.68752684,3137,5o
2,70932,0,5,2,2,57,7,0.621839046478,1,137,17,1,139,1040.73529412,968,10m
2,70935,1,2,5,0,73,8,0.621771097183,1,137,16.2335766423,1,139,933.062687849,1592,10m
2,70827,1,0,5,7,62,6,0.621767044067,1,137,14.9708029197,1,139,909.249141262,1253,5o
2,70822,0,1,4,6,60,5,0.621754169464,1,137,15.4744525547,1,139,934.060004294,320,5m
2,70943,1,5,5,1,68,11,0.621679067612,1,137,15.4890510949,1,139,862.339952769,2135,5m
2,70842,1,1,2,6,58,4,0.621566057205,1,137,15.9124087591,1,139,1029.50697724,1340,10m
2,71137.3,0,5,3,8,77,8,0.621556043625,1,137,17.6569343066,1,139,1154.09467583,1016,5o
3,71060.6,0,3,0,8,58,3,0.621539115906,1,137,15.8832116788,1,139,1004.25096608,567,10m
3,70937.5,1,4,1,1,69,6,0.621433019638,1,137,16.7883211679,1,139,1039.30045084,1836,10m
3,70850.5,0,1,5,9,69,6,0.621393918991,1,137,16.3138686131,1,139,1037.17282095,360,10m
3,70820,1,0,5,4,45,6,0.621361017227,1,137,15.5328467153,1,139,934.177221984,1245,10m
3,71021,0,5,1,2,63,6,0.621345996857,1,137,18.0656934307,1,139,1156.95888793,939,10m
2,71775.5,0,5,2,6,81,7,0.621273994446,1,137,16.4233576642,1,139,948.319450408,980,5o
3,70899,0,2,4,9,49,6,0.621263980865,1,137,15.9343065693,1,139,939.620652641,510,10m
2,71869,0,5,5,2,56,10,0.621236801147,1,137,15.8905109489,1,139,928.745276943,1058,10m
3,70997,0,5,3,2,74,8,0.621201992035,1,137,16.8394160584,1,139,955.047552598,999,5o
3,70878,2,2,5,9,72,9,0.621201038361,1,137,17.4306569343,1,139,1149.71758265,2700,5o
3,72540.5,1,5,2,2,64,8,0.621083974838,1,137,18.5839416058,1,139,1201.33297553,2049,5m
3,70947,0,4,5,2,72,9,0.621069908142,1,137,16.4087591241,1,139,1036.74345213,879,5o
2,70821,1,0,0,8,57,1,0.621049880981,1,137,15.4379562044,1,139,938.027372263,1106,10m
3,71480.4,1,3,4,7,61,8,0.621038913727,1,137,15.7372262774,1,139,922.548089309,1764,10m
2,70963,1,4,0,0,60,5,0.621019124985,1,137,17.3211678832,1,139,1059.13138686,1802,10m
2,70907.5,0,2,4,6,65,6,0.620970964432,1,137,16.3357664234,1,139,962.077608416,500,5m
3,70861,1,3,3,1,62,7,0.620968103409,1,137,16.8613138686,1,139,1038.12033061,1716,10m
2,70852,1,0,3,7,50,4,0.620904922485,1,137,16.4525547445,1,139,1029.17604122,1193,5o
2,70841,1,0,1,0,64,2,0.620823144913,1,137,15.2554744526,1,139,913.191605839,1112,10m
2,70850,0,1,5,7,59,6,0.620748996735,1,137,14.7664233577,1,139,818.283276084,353,10m
3,70968,4,3,4,5,58,11,0.620731115341,1,137,18.598540146,1,139,1160.53617432,4998,10m
2,70931,0,3,5,8,67,8,0.620721101761,1,137,17.1459854015,1,139,1060.25794332,716,10m
2,70927,1,4,2,1,59,7,0.62070608139,1,137,16.3430656934,1,139,930.609381709,1865,10m
2,70850,0,1,2,3,54,3,0.620668888092,1,137,15.9781021898,1,139,939.609811078,251,5m
3,70866,0,2,0,8,63,2,0.620658159256,1,137,15.5255474453,1,139,913.780592529,387,5m
2,71045.5,0,4,2,2,69,6,0.620656013489,1,137,16.7153284672,1,139,1027.11689566,788,5m
3,70941,0,3,2,8,60,5,0.620615005493,1,137,16.9270072993,1,139,1050.33286818,627,5o
3,71022.7,1,4,5,0,75,10,0.620607852936,1,137,16.4598540146,1,139,1034.94139116,1953,5m
2,71005.1,0,3,4,9,65,7,0.620584964752,1,137,15.8102189781,1,139,914.360777158,689,10m
2,70820,2,0,3,8,46,5,0.620547056198,1,137,15.5109489051,1,139,934.075246887,2276,10m
2,71821,3,3,1,6,69,7,0.620540857315,1,137,17.8248175182,1,139,1079.6749678,3830,5o
3,70839,1,0,5,0,69,6,0.620532989502,1,137,15.4525547445,1,139,933.514276514,1233,5o
2,70844,1,0,3,6,58,4,0.620403051376,1,137,15.4306569343,1,139,936.702876771,1190,10m
3,71266.7,2,4,2,6,64,8,0.620362043381,1,137,17.8102189781,1,139,1177.53724775,2961,5o
2,70903.5,0,4,5,7,73,9,0.620330095291,1,137,16.4233576642,1,139,939.466509231,893,10m
2,71038.3,0,4,5,3,72,9,0.62016582489,1,137,16.8832116788,1,139,1124.04508373,881,5o
3,70935,0,3,0,3,51,3,0.620137929916,1,137,16.0656934307,1,139,937.341240876,552,5m
2,71779.5,0,5,4,5,80,9,0.620132923126,1,137,17.204379562,1,139,1075.5902748,1037,5m
2,70928,1,5,1,1,65,7,0.620059967041,1,137,16.9270072993,1,139,1023.42110348,2015,5o
3,70989,0,5,0,6,60,5,0.620045900345,1,137,17.2262773723,1,139,1036.83812795,921,5o
2,70877,1,3,2,8,60,6,0.619992017746,1,137,15.299270073,1,139,845.652425934,1706,10m
2,70853,0,1,5,8,57,6,0.619980096817,1,137,15.6934306569,1,139,918.390618291,356,5o
3,70884,2,1,4,2,75,7,0.619829177856,1,137,16.4306569343,1,139,1027.09993559,2469,5o
3,70972,0,5,4,0,67,9,0.619705915451,1,137,17.2700729927,1,139,1042.19858308,1023,5o
3,70842.5,2,0,4,8,67,6,0.619649887085,1,137,15.7737226277,1,139,935.07342207,2307,5o
1-5m,72639.5,5,5,3,1,76,13,0.619577169418,1,137,13.4598540146,1,139,643.426685273,6394,5m
3,70928.5,0,4,5,8,70,9,0.619556903839,1,137,15.8321167883,1,139,926.876019751,897,5o
2,70864,0,2,5,7,67,7,0.619361162186,1,137,15.8394160584,1,139,934.326964362,533,10m
3,70881,0,2,5,9,50,7,0.619356155396,1,137,16.2481751825,1,139,1023.07030915,540,5m
3,70988,4,5,0,1,74,9,0.61927485466,1,137,16.9927007299,1,139,1036.41906398,5226,5m
2,70911.5,0,3,4,6,73,7,0.619240045547,1,137,17.3503649635,1,139,1135.39104766,680,10m
3,70823,0,0,4,2,47,4,0.619201898575,1,137,15.2481751825,1,139,912.070309146,129,10m
2,70832,1,0,5,1,66,6,0.619164943695,1,137,15.4379562044,1,139,922.32148991,1235,10m
2,70861,0,1,5,8,70,6,0.619097948074,1,137,16.1094890511,1,139,1027.18645341,356,5m
2,71855.4,0,4,3,3,62,7,0.619019985199,1,137,16.0583941606,1,139,953.246565049,821,10m
2,70929,3,2,0,5,73,5,0.618911981583,1,137,16.0583941606,1,139,941.334800343,3617,10m
3,70895,2,2,4,1,64,8,0.618905067444,1,137,16.2919708029,1,139,1039.81118506,2646,10m
3,70979.5,3,4,2,7,68,9,0.618839979172,1,137,16.8540145985,1,139,957.655002147,4044,10m
2,70900,0,3,2,9,71,5,0.618770837784,1,137,16.6788321168,1,139,959.219622155,629,5o
2,70939,4,4,5,8,76,13,0.61864900589,1,137,16.6861313869,1,139,1045.98164448,5216,5o
3,71052.6,2,2,5,6,66,9,0.618613004684,1,137,15.7445255474,1,139,924.426899957,2691,5o
3,70858,3,0,3,6,77,6,0.618586778641,1,137,16.0218978102,1,139,931.639222842,3351,5m
2,71034.7,3,2,4,8,72,9,0.618577003479,1,137,16.0948905109,1,139,1024.76298841,3746,10m
3,71231.2,0,3,3,8,70,6,0.618504047394,1,137,16.7810218978,1,139,1039.90757836,657,5o
3,70972,2,3,0,3,56,5,0.618427038193,1,137,17.1386861314,1,139,974.414448261,2712,10m
3,70855,3,0,5,8,65,8,0.618239164352,1,137,16.0291970803,1,139,1028.58737656,3417,5m
3,70881,0,2,0,1,63,2,0.618218898773,1,137,15.6058394161,1,139,917.431730356,366,10m
3,71194.3,0,4,5,2,72,9,0.618113040924,1,137,16.9416058394,1,139,1121.59950623,879,10m
3,70883,0,3,4,4,68,7,0.617944002151,1,137,16.4744525547,1,139,1030.57471018,675,10m
2,70851.5,1,2,1,2,76,4,0.617920160294,1,137,16.3138686131,1,139,1034.55517389,1478,10m
2,70980,0,3,5,3,68,8,0.617917060852,1,137,16.9416058394,1,139,958.217153285,701,5m
2,70928,4,1,5,6,68,10,0.617563009262,1,137,16.9124087591,1,139,1056.72756548,4670,5o
2,71753.5,0,3,5,5,82,8,0.617481946945,1,137,17.5547445255,1,139,983.381172177,707,5m
2,71001,2,4,1,5,64,7,0.617391109467,1,137,18.0145985401,1,139,1168.73507943,2927,5o
2,70910,0,2,4,5,52,6,0.6173620224,1,137,16.1751824818,1,139,949.998497209,497,10m
3,71762.5,2,3,5,1,70,10,0.617184877396,1,137,16.6423357664,1,139,867.30495921,2856,5o
2,70881.5,3,1,0,2,71,4,0.617140054703,1,137,15.6642335766,1,139,915.827608416,3428,10m
3,70874,0,2,4,8,59,6,0.617130994797,1,137,16.3722627737,1,139,1037.80893087,507,5m
2,70869,3,2,4,5,61,9,0.61691904068,1,137,15.4525547445,1,139,911.264276514,3737,5o
2,70827,3,0,1,2,53,4,0.616878986359,1,137,15.795620438,1,139,949.884392443,3278,10m
2,71133.3,0,5,4,8,77,9,0.616605997086,1,137,17.4306569343,1,139,1142.45287677,1046,10m
3,70845,1,0,5,1,56,6,0.616480827332,1,137,15.4525547445,1,139,909.793688278,1236,5m
3,70896,1,5,3,3,68,9,0.616472005844,1,137,17.5693430657,1,139,1144.0117003,2082,10m
3,70820,0,0,2,4,60,2,0.616370916367,1,137,15.1386861314,1,139,914.576212967,75,5m
3,71899.8,0,5,1,8,64,6,0.616261005402,1,137,16.4598540146,1,139,1030.27962645,957,5o
3,71720,3,2,2,3,71,7,0.616070985794,1,137,15.2554744526,1,139,825.618076428,3672,10m
2,71025.9,0,4,3,0,67,7,0.615903139114,1,137,16.2481751825,1,139,1023.9379562,812,10m
3,70963,3,3,3,9,84,9,0.615761995316,1,137,16.5182481752,1,139,1019.22209103,3900,5o
2,71002.8,2,2,1,7,70,5,0.615527868271,1,137,16.3576642336,1,139,1113.29025333,2573,5o
2,70973,0,4,4,1,64,8,0.615417003632,1,137,15.7226277372,1,139,922.804851868,845,5m
3,70919,0,3,1,0,45,4,0.615253925323,1,137,16.5839416058,1,139,973.435916702,573,10m
2,71699.5,0,3,2,5,65,5,0.615247011185,1,137,16.3576642336,1,139,958.216723916,617,5o
2,71049.5,5,5,3,3,76,13,0.614722013474,1,137,17.9489051095,1,139,1159.66648776,6401,5o
3,70927.5,0,3,2,2,66,5,0.614688873291,1,137,16.3065693431,1,139,929.993559468,609,5m
3,71023.9,0,4,3,7,77,7,0.614265918732,1,137,16.1532846715,1,139,1017.45427222,834,10m
2,70861,0,1,4,8,57,5,0.613671064377,1,137,16.0510948905,1,139,940.078252469,326,10m
3,70877,3,1,3,8,68,7,0.61293721199,1,137,16.5328467153,1,139,1039.11839845,3537,10m
2,70898,2,3,5,8,64,10,0.612916946411,1,137,16.5839416058,1,139,1028.12709317,2876,5o
2,70846.5,0,2,5,5,47,7,0.612756967545,1,137,14.7299270073,1,139,821.845641906,527,10m
2,70908.5,0,4,4,9,69,8,0.612677097321,1,137,16.401459854,1,139,930.271468441,869,10m
3,71217.2,0,4,3,9,60,7,0.612457036972,1,137,17.2554744526,1,139,1139.60337055,840,10m
2,70883,0,1,5,8,61,6,0.612254142761,1,137,15.6569343066,1,139,930.977028768,356,10m
3,70969,0,3,0,2,59,3,0.612221956253,1,137,16.2262773723,1,139,954.279304422,549,10m
2,70861,0,2,0,5,55,2,0.612192153931,1,137,16.1824817518,1,139,1023.75322027,377,10m
3,70878.5,1,0,1,5,63,2,0.611952066422,1,137,15.2408759124,1,139,912.860669815,1128,10m
3,70862.5,2,2,2,5,67,6,0.611629009247,1,137,16.0437956204,1,139,943.674538429,2598,10m
2,71937.4,2,5,2,3,60,9,0.610235929489,1,137,16.9197080292,1,139,1049.8685058,3131,10m
2,70944,2,4,3,5,76,9,0.610224962234,1,137,15.9562043796,1,139,937.336303134,2987,10m
2,71731.5,0,4,5,8,64,9,0.609536170959,1,137,17.1313868613,1,139,981.041434092,896,10m
2,70983,0,4,5,6,71,9,0.609405040741,1,137,16.3430656934,1,139,936.153499356,890,5m
2,70878,3,1,4,1,68,8,0.608177900314,1,137,15.8686131387,1,139,939.629669386,3545,5m
2,71015.8,5,2,3,6,73,10,0.60684299469,1,137,14.6934306569,1,139,890.596500644,5870,5o
3,70915.5,3,3,0,7,70,6,0.606302976608,1,137,17.2335766423,1,139,1049.09209961,3804,10m
2,70987.5,0,5,3,9,58,8,0.605937004089,1,137,16.4087591241,1,139,947.846393302,1019,5o
2,71120.9,0,4,5,4,68,9,0.605424880981,1,137,18.5547445255,1,139,1243.99881924,884,5m
2,71099.8,3,3,5,9,66,11,0.604905128479,1,137,17.6569343066,1,139,1231.18291112,3959,5m
2,70951,0,3,5,8,69,8,0.604051828384,1,137,16.7153284672,1,139,1039.20513096,716,5m
2,71880.5,5,5,5,2,81,15,0.602881193161,1,137,18.8613138686,1,139,1257.42915414,6458,10m
1Lex,72822.5,2,5,2,5,60,9,0.415740013123,1,137,17.9489051095,1,139,983.813546587,1046,lex
1Lex,72720.5,3,0,1,0,37,4,0.379796028137,1,137,17.3503649635,1,139,981.876341778,1091,lex
1Lex,72687.5,3,0,0,5,41,3,0.371214866638,1,137,17.2627737226,1,139,979.312795191,1086,lex
1Lex,72702,3,0,0,3,36,3,0.369411945343,1,137,17.3941605839,1,139,983.122906827,1084,lex
1Lex,72734,3,0,0,0,37,3,0.368323087692,0,137,17.6131386861,1,139,986.988943753,1081,lex
1Lex,72712,3,0,0,1,37,3,0.366427898407,1,137,17.3795620438,1,139,982.369579219,1082,lex
1Lex,72690.5,3,0,0,9,43,3,0.359937906265,1,137,17.1751824818,1,139,980.395556033,1090,lex
1Lex,72680,3,0,2,2,38,5,0.358735084534,1,137,17.5328467153,1,139,984.78016316,1103,lex
1Lex,72729,3,0,2,0,30,5,0.35758805275,1,137,17.5766423358,1,139,984.745920996,1101,lex
1Lex,72759.5,3,0,0,4,35,3,0.354674100876,1,137,17.700729927,1,139,983.828896522,1085,lex
1Lex,72710.5,3,0,0,7,36,3,0.354470014572,1,137,17.3138686131,1,139,978.363997424,1088,lex
1Lex,72629,3,0,1,8,45,4,0.353274106979,1,137,17.1167883212,1,139,973.839201374,1099,lex
1Lex,72849,2,5,2,6,49,9,0.349459171295,1,137,18.5474452555,1,139,1006.26427651,1047,lex
1Lex,72695.5,3,0,0,2,41,3,0.348737001419,1,137,17.3284671533,1,139,981.663374839,1083,lex
1Lex,72718.5,3,0,1,3,43,4,0.345448970795,1,137,17.496350365,1,139,982.20770717,1094,lex
1Lex,72723,3,0,1,9,36,4,0.343131065369,0,137,17.1240875912,1,139,971.080077286,1100,lex
1Lex,72717.5,3,0,0,6,38,3,0.342297077179,1,137,17.4890510949,1,139,983.472305711,1087,lex
1Lex,72670,3,0,2,1,41,5,0.340239048004,1,137,17.1678832117,1,139,977.126019751,1102,lex
1Lex,73090.5,2,5,1,5,47,8,0.336575031281,0,137,18.3576642336,1,139,996.584370975,1036,lex
1Lex,72710.5,3,0,2,3,37,5,0.336436986923,1,137,17.4890510949,1,139,986.472305711,1104,lex
1Lex,72704,3,0,2,5,34,5,0.331047058105,1,137,17.3357664234,1,139,983.254079004,1106,lex
1Lex,72747,3,0,0,8,32,3,0.330471038818,1,137,17.7226277372,1,139,988.06955775,1089,lex
1Lex,72704,2,5,4,7,56,11,0.328365087509,0,137,17.4306569343,1,139,990.717582653,1068,lex
1Lex,72911.5,2,5,4,1,57,11,0.32598900795,1,137,18.8248175182,1,139,987.954379562,1062,lex
1Lex,72699.5,3,0,1,6,27,4,0.325266838074,0,137,17.3576642336,1,139,979.657900386,1097,lex
1Lex,72735.5,5,3,0,9,45,8,0.324116945267,1,137,17.7080291971,1,139,986.870008587,1990,lex
1Lex,72717,3,0,2,9,36,5,0.319422960281,1,137,17.4817518248,1,139,983.354443967,1110,lex
1Lex,72699,3,0,1,1,31,4,0.318798065186,1,137,17.3795620438,1,139,982.281343924,1092,lex
1Lex,72970,2,5,5,8,55,12,0.318275928497,1,137,18.3138686131,1,139,985.172820953,1079,lex
1Lex,72827.5,2,5,5,7,47,12,0.317030906677,1,137,18.4160583942,1,139,981.156504938,1078,lex
1Lex,72745,5,3,1,0,51,9,0.316582202911,1,137,18.4671532847,1,139,1005.76545728,1991,lex
1Lex,72640,3,0,2,8,48,5,0.316222906113,1,137,17.3503649635,1,139,981.567518248,1109,lex
1Lex,72710.5,3,1,1,4,44,5,0.313672065735,1,137,17.4525547445,1,139,982.499570631,1155,lex
1Lex,72645,3,0,2,4,40,5,0.312914133072,1,137,17.2116788321,1,139,978.447509661,1105,lex
1Lex,72701,0,0,3,4,40,3,0.312747955322,1,137,17.3941605839,1,139,980.858200945,35,lex
1Lex,72755.5,3,0,2,6,46,5,0.312551021576,1,137,17.7299270073,1,139,977.125053671,1107,lex
1Lex,72724.5,2,2,0,6,37,4,0.312223911285,1,137,17.598540146,1,139,1001.03617432,847,lex
1Lex,72702.5,3,1,4,0,52,8,0.311886072159,1,137,17.4817518248,1,139,978.516208673,1181,lex
1Lex,72798,5,3,1,9,52,9,0.310984134674,1,137,18.0656934307,1,139,1004.79712323,2000,lex
1Lex,72685.5,3,1,3,9,41,7,0.310469150543,1,137,17.5474452555,1,139,980.11721769,1180,lex
1Lex,72824.5,2,5,5,9,45,12,0.310380935669,1,137,18.1459854015,1,139,991.55206097,1080,lex
1Lex,72792,2,5,4,2,62,11,0.309794187546,0,137,18.3649635036,1,139,1072.9834693,1063,lex
1Lex,72707,3,0,1,7,34,4,0.309593915939,1,137,17.4306569343,1,139,985.305817948,1098,lex
1Lex,72930.5,5,4,0,7,46,9,0.309592962265,1,137,17.6788321168,1,139,980.690210391,2048,lex
1Lex,72806,5,3,2,4,47,10,0.309058904648,0,137,18.2700729927,1,139,1001.74270073,2005,lex
1Lex,72776,5,3,1,7,33,9,0.308884859085,0,137,17.9927007299,1,139,979.889652211,1998,lex
1Lex,72980,2,5,2,8,64,9,0.308510065079,1,137,19.9124087591,1,139,1086.75697724,1049,lex
1Lex,72798.5,3,4,5,5,73,12,0.308393001556,0,137,18.3941605839,1,139,1013.32878918,1376,lex
1Lex,72732.5,3,1,3,7,54,7,0.308361768723,1,137,17.4671532847,1,139,970.162516101,1178,lex
1Lex,72744,5,3,3,7,56,11,0.308058977127,0,137,18.5182481752,1,139,1070.53091456,2018,lex
1Lex,72771,5,3,3,2,54,11,0.30789899826,1,137,17.9562043796,1,139,987.703950193,2013,lex
1Lex,72735,5,3,1,1,43,9,0.307837963104,1,137,17.795620438,1,139,989.384392443,1992,lex
1Lex,72719,3,1,3,8,45,7,0.307639837265,1,137,17.6423357664,1,139,985.069665092,1179,lex
1Lex,72826.5,5,3,3,4,61,11,0.307611227036,1,137,17.897810219,1,139,975.445362817,2015,lex
1Lex,72861,5,3,2,9,48,10,0.307582855225,1,137,18.0729927007,1,139,984.038750537,2010,lex
1Lex,72848.5,5,3,1,4,39,9,0.307157993317,1,137,18.1751824818,1,139,979.63085015,1995,lex
1Lex,72825.5,5,3,3,8,51,11,0.307060003281,1,137,18.6642335766,1,139,1027.20996136,2019,lex
1Lex,73019,5,3,2,6,46,10,0.306986093521,1,137,17.5328467153,1,139,989.912516101,2007,lex
1Lex,72915.5,2,5,0,5,49,7,0.306973934174,1,137,19.1313868613,1,139,1027.87966939,1026,lex
1Lex,72754.5,3,0,3,3,51,6,0.306936979294,1,137,17.897810219,1,139,978.033598111,1114,lex
1Lex,72745.5,2,5,4,9,50,11,0.30654501915,1,137,17.6277372263,1,139,986.603048519,1070,lex
1Lex,72818,5,3,2,5,60,10,0.306491136551,1,137,17.8102189781,1,139,983.331365393,2006,lex
1Lex,72774.5,5,3,1,2,45,9,0.306032896042,0,137,17.7664233577,1,139,980.033276084,1993,lex
1Lex,73040.5,2,4,2,2,61,8,0.305776119232,1,137,18.6715328467,1,139,1083.6927866,983,lex
1Lex,72831,5,3,3,1,54,11,0.305691957474,1,137,18.2189781022,1,139,987.789931301,2012,lex
1Lex,72695.5,3,0,1,4,39,4,0.305603027344,1,137,17.197080292,1,139,981.188814942,1095,lex
1Lex,72734.5,5,3,1,6,40,9,0.305456161499,1,137,18.2262773723,1,139,999.955775011,1997,lex
1Lex,72777.5,5,3,2,0,48,10,0.305386066437,1,137,17.7445255474,1,139,985.265135251,2001,lex
1Lex,72790,5,3,4,0,53,12,0.305251836777,1,137,18.3649635036,1,139,998.821704594,2021,lex
1Lex,72774,5,3,2,2,49,10,0.304926872253,1,137,17.9124087591,1,139,990.551094891,2003,lex
1Lex,72705.5,5,3,2,1,51,10,0.304579973221,0,137,17.9124087591,1,139,992.521683126,2002,lex
1Lex,72789,5,3,2,3,55,10,0.304346084595,1,137,18.3430656934,1,139,997.874087591,2004,lex
1Lex,72781,5,3,1,3,51,9,0.30428481102,0,137,17.8321167883,1,139,993.817196222,1994,lex
1Lex,73102,2,5,2,7,57,9,0.304085016251,1,137,19.0802919708,1,139,1010.88321168,1048,lex
1Lex,72804.5,5,3,3,3,48,11,0.303851127625,1,137,17.9927007299,1,139,982.566122799,2014,lex
1Lex,72689,3,0,1,2,27,4,0.30375790596,1,137,17.4671532847,1,139,989.471339631,1093,lex
1Lex,72908.5,5,3,1,5,40,9,0.30353808403,1,137,16.7737226277,1,139,873.720480893,1996,lex
1Lex,72740,5,3,3,0,47,11,0.303442001343,1,137,17.5328467153,1,139,986.574280807,2011,lex
1Lex,72835,2,3,5,2,53,10,0.303374052048,1,137,18.5474452555,1,139,1007.39662945,953,lex
1Lex,72712,0,0,0,1,32,0,0.303318023682,1,137,17.4671532847,1,139,978.456633748,2,lex
1Lex,72719,5,3,3,6,57,11,0.303271055222,1,137,17.2481751825,1,139,962.555603263,2017,lex
1Lex,72746,5,3,2,8,41,10,0.303256988525,0,137,17.6058394161,1,139,987.681730356,2009,lex
1Lex,72727,5,3,2,7,48,10,0.302561998367,1,137,17.5547445255,1,139,977.528231,2008,lex
1Lex,73145.5,5,3,1,8,42,9,0.302486896515,0,137,18.1459854015,1,139,987.625590382,1999,lex
1Lex,73054.5,5,3,3,5,42,11,0.301474809647,1,137,18.3722627737,1,139,1090.94128381,2016,lex
1Lex,72703,3,0,3,0,43,6,0.300509929657,0,137,17.4233576642,1,139,987.378273937,1111,lex
1Lex,72877,5,3,3,9,42,11,0.300328969955,0,137,17.5839416058,1,139,979.994740232,2020,lex
1Lex,72745.5,3,1,4,1,51,8,0.299798965454,1,137,17.7810218978,1,139,982.245813654,1182,lex
1Lex,72751,2,3,5,1,60,10,0.298995018005,1,137,17.6350364964,1,139,979.4834693,952,lex
1Lex,72729.5,2,3,5,3,64,10,0.298444032669,0,137,17.7299270073,1,139,980.125053671,954,lex
1Lex,72709,3,1,0,9,42,4,0.298090934753,1,137,17.9708029197,1,139,988.910905968,1150,lex
1Lex,72720.5,5,0,3,3,51,8,0.298012971878,0,137,17.496350365,1,139,976.854765994,1834,lex
1Lex,72626,3,1,4,2,50,8,0.297975063324,1,137,17.2481751825,1,139,973.276191498,1183,lex
1Lex,72611.5,3,0,3,2,50,6,0.29767203331,1,137,17.2554744526,1,139,981.412194075,1113,lex
1Lex,72749.5,2,5,3,7,52,10,0.297653198242,1,137,18.4379562044,1,139,997.409725204,1058,lex
1Lex,72766,1,1,3,9,57,5,0.297523975372,1,137,17.8321167883,1,139,998.861313869,460,lex
1Lex,72898,2,4,2,1,59,8,0.297019958496,1,137,17.9051094891,1,139,979.233576642,982,lex
1Lex,72932.5,2,4,3,5,52,9,0.295423030853,1,137,17.496350365,1,139,961.5165307,996,lex
1Lex,72670.5,0,0,0,0,33,0,0.295278072357,1,137,17.0948905109,1,139,978.071811936,1,lex
1Lex,72784.5,2,5,1,4,50,8,0.294315099716,0,137,17.2262773723,1,139,979.205775011,1035,lex
1Lex,72812.5,2,5,2,9,48,9,0.294061899185,1,137,18.401459854,1,139,992.683233147,1050,lex
1Lex,72980,2,5,0,4,55,7,0.293416976929,0,137,17.9124087591,1,139,969.271683126,1025,lex
