method, obj, restrictions,directeds,rejects,iter,changes, time,feasible,ranksnobs,ranksmean,ranksmin,ranksmax,ranksvar,control
1,72390.5,0,1,2,0,80,0.673005104065,1,137,13.1240875912,1,139,622.006547875,241
2,70841.5,0,1,2,0,51,0.635339021683,1,137,15.3868613139,1,139,910.591884929,242
3,70822.0,0,1,2,0,59,0.662435054779,1,137,15.1751824818,1,139,913.969085444,243
1,72220.0,0,1,2,1,83,0.659838914871,1,137,12.7737226277,1,139,629.279304422,244
2,70833.0,0,1,2,1,62,0.629115104675,1,137,15.2116788321,1,139,915.035744955,245
3,70839.0,0,1,2,1,57,0.636111021042,1,137,15.7737226277,1,139,928.088127952,246
1,72373.0,0,1,2,2,84,0.68094420433,1,137,13.5620437956,0,139,638.997960498,247
2,0.0,0,1,2,2,-1,0.0824418067932,1,1,0.0,0,0,nan,248
3,70999.6,0,1,2,2,67,0.656128168106,1,137,14.8467153285,1,139,815.307213396,249
1,72262.0,0,1,2,3,67,0.672624826431,1,137,14.2554744526,1,139,839.059252898,250
2,70850.0,0,1,2,3,54,0.620668888092,1,137,15.9781021898,1,139,939.609811078,251
3,71653.0,0,1,2,3,73,0.661259174347,1,137,14.795620438,1,139,836.943215973,252
1,72325.5,0,1,2,4,81,0.661238908768,1,137,14.1459854015,1,139,755.419708029,253
2,70882.0,0,1,2,4,56,0.625658035278,1,137,15.9343065693,1,139,943.561829111,254
3,70848.5,0,1,2,4,56,0.646909952164,1,137,16.496350365,1,139,1044.09006011,255
1,72309.5,0,1,2,5,82,0.672700881958,1,137,12.9562043796,1,139,638.409832546,256
2,0.0,0,1,2,5,-1,0.0832920074463,1,1,0.0,0,0,nan,257
3,70845.5,0,1,2,5,59,0.650965929031,1,137,16.2481751825,1,139,1025.04089738,258
1,72448.5,0,1,2,6,79,0.657776832581,1,137,14.4160583942,1,139,761.450622585,259
2,70983.0,0,1,2,6,54,0.64787197113,1,137,15.8175182482,1,139,1009.51792615,260
3,0.0,0,1,2,6,-1,0.0935618877411,1,1,0.0,0,0,nan,261
1,72313.0,0,1,2,7,70,0.682900905609,1,137,13.7445255474,0,139,727.588664663,262
2,70856.5,0,1,2,7,59,0.630017995834,1,137,16.4306569343,1,139,1038.80581795,263
3,0.0,0,1,2,7,-1,0.0855181217194,1,1,0.0,0,0,nan,264
1,72213.0,0,1,2,8,69,0.679420948029,1,137,12.0,1,139,505.352941176,265
2,70853.0,0,1,2,8,34,0.633731126785,1,137,15.8102189781,1,139,935.390188922,266
3,70843.0,0,1,2,8,58,0.665178060532,1,137,16.0729927007,1,139,1025.43580936,267
1,72377.5,0,1,2,9,80,0.657882928848,1,137,12.6204379562,1,139,537.090167454,268
2,0.0,0,1,2,9,-1,0.0886549949646,1,1,0.0,0,0,nan,269
3,70983.8,0,1,2,9,56,0.637717008591,1,137,15.8394160584,1,139,1003.19461142,270
1,72320.5,0,1,3,0,74,0.67875790596,1,137,12.2700729927,1,139,511.522112495,271
2,70972.8,0,1,3,0,43,0.627710103989,1,137,15.5547445255,1,139,1004.028231,272
3,70843.0,0,1,3,0,64,0.676700115204,1,137,16.1386861314,1,139,1034.59091885,273
1,72584.5,0,1,3,1,82,0.657001972198,1,137,12.4306569343,1,139,540.144053242,274
2,70875.0,0,1,3,1,47,0.636836051941,1,137,15.8759124088,1,139,939.080077286,275
3,70844.0,0,1,3,1,65,0.636587142944,1,137,15.6277372263,1,139,923.882460283,276
1,72415.0,0,1,3,2,73,0.67467880249,1,137,13.3284671533,1,139,646.251610133,277
2,70868.0,0,1,3,2,53,0.6333360672,1,137,15.8905109489,1,139,941.730571061,278
3,0.0,0,1,3,2,-1,0.0872941017151,1,1,0.0,0,0,nan,279
1,72352.0,0,1,3,3,80,0.675192832947,1,137,12.3941605839,0,139,519.505259768,280
2,70861.0,0,1,3,3,67,0.626209020615,1,137,15.4160583942,1,139,928.774151997,281
3,70841.0,0,1,3,3,51,0.707961082458,1,137,15.5839416058,1,139,936.553563761,282
1,72381.5,0,1,3,4,78,0.739829063416,1,137,13.700729927,1,139,753.917131816,283
2,70850.0,0,1,3,4,59,0.730070829391,1,137,15.7299270073,1,139,935.669171318,284
3,70844.0,0,1,3,4,63,0.74412894249,1,137,15.9708029197,1,139,1026.66090597,285
1,72335.5,0,1,3,5,76,0.761870861053,1,137,13.102189781,0,139,637.09242164,286
2,70850.0,0,1,3,5,54,0.718339920044,1,137,15.401459854,1,139,915.344997853,287
3,70847.0,0,1,3,5,59,0.67032790184,1,137,16.0364963504,1,139,1026.90306999,288
1,72335.0,0,1,3,6,81,0.663107872009,1,137,13.6350364964,1,139,649.248175182,289
2,70847.0,0,1,3,6,70,0.634931087494,1,137,16.1313868613,1,139,1033.46790468,290
3,70977.8,0,1,3,6,47,0.630017995834,1,137,15.5766423358,1,139,996.863568055,291
1,72342.0,0,1,3,7,72,0.682230949402,1,137,12.8321167883,1,139,627.876019751,292
